accuracy,precision,recall,f1,auroc,auprc
0.8031088082901554,0.8494623655913979,0.7669902912621359,0.8061224489795918,0.844336569579288,0.8660224062702468
0.7305699481865285,0.7383177570093458,0.7669902912621359,0.7523809523809523,0.834250269687163,0.8809846465136907
0.7046632124352331,0.7346938775510204,0.6990291262135923,0.7164179104477613,0.7632686084142394,0.7441695564954143
0.7668393782383419,0.7543859649122807,0.8349514563106796,0.7926267281105991,0.8223840345199569,0.839403875534279
0.7823834196891192,0.7747747747747747,0.8349514563106796,0.8037383177570093,0.851779935275081,0.8771645470084464
0.7461139896373057,0.7647058823529411,0.7572815533980582,0.7609756097560975,0.7846278317152102,0.7982311746581892
0.7927461139896373,0.8,0.8155339805825242,0.8076923076923078,0.8628371089536138,0.8983546210410902
0.7305699481865285,0.7383177570093458,0.7669902912621359,0.7523809523809523,0.8043149946062568,0.8630847005676894
0.689119170984456,0.7128712871287128,0.6990291262135923,0.7058823529411765,0.7635382955771306,0.7880349226552297
0.7357512953367875,0.7166666666666667,0.8349514563106796,0.7713004484304932,0.8301510248112189,0.8731192727542728
0.7098445595854922,0.7117117117117117,0.7669902912621359,0.7383177570093458,0.781445523193096,0.8471761207987063
0.7461139896373057,0.75,0.7864077669902912,0.7677725118483412,0.8122437971952535,0.8367960505401201
0.7512953367875648,0.7272727272727273,0.8543689320388349,0.7857142857142857,0.8419633225458469,0.8698635143948238
0.6994818652849741,0.7227722772277227,0.7087378640776699,0.7156862745098039,0.7647249190938512,0.7882370319105558
0.7409326424870466,0.7431192660550459,0.7864077669902912,0.7641509433962266,0.8174757281553398,0.8454135257682138
0.7046632124352331,0.7017543859649122,0.7766990291262136,0.7373271889400922,0.7877022653721684,0.813859919427689
0.7979274611398963,0.8076923076923077,0.8155339805825242,0.8115942028985508,0.8518878101402374,0.8609024543106342
0.7202072538860104,0.7333333333333333,0.7475728155339806,0.7403846153846153,0.7864077669902911,0.8322124124573884
0.7150259067357513,0.7105263157894737,0.7864077669902912,0.7465437788018434,0.7756742179072275,0.8121298395026235
0.7564766839378239,0.75,0.8155339805825242,0.7813953488372092,0.8220064724919093,0.8517653126142082
0.6994818652849741,0.6991150442477876,0.7669902912621359,0.7314814814814814,0.7685005393743257,0.8085179082062901
0.7564766839378239,0.7745098039215687,0.7669902912621359,0.7707317073170732,0.8274002157497303,0.8670277651905522
0.7202072538860104,0.7207207207207207,0.7766990291262136,0.7476635514018692,0.8076591154261057,0.8374921307563566
0.6735751295336787,0.7222222222222222,0.6310679611650486,0.6735751295336787,0.7295577130528588,0.7835809332507407
0.7616580310880829,0.7567567567567568,0.8155339805825242,0.7850467289719626,0.8351672060409925,0.836084210445738
0.7564766839378239,0.75,0.8155339805825242,0.7813953488372092,0.8393743257820928,0.8775219537267427
0.6839378238341969,0.7142857142857143,0.6796116504854369,0.6965174129353233,0.7565803667745415,0.8017342219333138
0.7461139896373057,0.7288135593220338,0.8349514563106796,0.7782805429864253,0.7889967637540453,0.7944860565464189
0.7564766839378239,0.78,0.7572815533980582,0.768472906403941,0.8446601941747572,0.8822518740662588
0.7150259067357513,0.7222222222222222,0.7572815533980582,0.7393364928909952,0.8048543689320389,0.8205747665219453
0.7927461139896373,0.8181818181818182,0.7864077669902912,0.801980198019802,0.8626752966558792,0.8977085880376514
0.7461139896373057,0.7454545454545455,0.7961165048543689,0.7699530516431926,0.7899676375404531,0.8270541021619613
0.7046632124352331,0.75,0.6699029126213593,0.7076923076923076,0.7522114347357065,0.8173380599024613
0.6787564766839378,0.7303370786516854,0.6310679611650486,0.6770833333333335,0.7706580366774541,0.7861295823067549
0.7616580310880829,0.7567567567567568,0.8155339805825242,0.7850467289719626,0.8622437971952537,0.8934522185522942
0.7616580310880829,0.7878787878787878,0.7572815533980582,0.7722772277227724,0.8373247033441207,0.8705543404404663
0.7202072538860104,0.7207207207207207,0.7766990291262136,0.7476635514018692,0.7820388349514563,0.832422617502324
0.7098445595854922,0.719626168224299,0.7475728155339806,0.7333333333333333,0.7967098166127292,0.8126915581730101
0.6787564766839378,0.6952380952380952,0.7087378640776699,0.701923076923077,0.7604638619201726,0.7988593042049941
0.7305699481865285,0.7383177570093458,0.7669902912621359,0.7523809523809523,0.7970873786407767,0.8370373867419266
0.7253886010362695,0.7551020408163265,0.7184466019417476,0.736318407960199,0.8093851132686084,0.8529387805239224
0.7150259067357513,0.7105263157894737,0.7864077669902912,0.7465437788018434,0.8089536138079828,0.8487311276936782
0.7202072538860104,0.7333333333333333,0.7475728155339806,0.7403846153846153,0.7529126213592232,0.7636753332911046
0.7409326424870466,0.7731958762886598,0.7281553398058253,0.75,0.7830636461704423,0.8232622932235467
0.7668393782383419,0.7788461538461539,0.7864077669902912,0.782608695652174,0.8301510248112189,0.8740829071687459
0.7616580310880829,0.7714285714285715,0.7864077669902912,0.7788461538461539,0.7958468176914779,0.8141051922017966
0.7512953367875648,0.7619047619047619,0.7766990291262136,0.7692307692307692,0.8121898597626752,0.8552927525436083
0.7305699481865285,0.7297297297297297,0.7864077669902912,0.7570093457943925,0.7782092772384035,0.8012953070308756
0.772020725388601,0.8105263157894737,0.7475728155339806,0.7777777777777778,0.8249190938511327,0.8517644985291061
0.7202072538860104,0.7378640776699029,0.7378640776699029,0.7378640776699028,0.7690399137001078,0.7983282446902324
0.7409326424870466,0.7731958762886598,0.7281553398058253,0.75,0.772653721682848,0.7972597463748383
0.6735751295336787,0.7222222222222222,0.6310679611650486,0.6735751295336787,0.7429881337648327,0.8024866522131043
0.7512953367875648,0.7777777777777778,0.7475728155339806,0.7623762376237624,0.8197411003236247,0.8368772229078325
0.7409326424870466,0.7731958762886598,0.7281553398058253,0.75,0.7985436893203883,0.8447337901723977
0.7409326424870466,0.7676767676767676,0.7378640776699029,0.7524752475247525,0.8160733549083063,0.8590760323926345
