prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.278,0.108,0.526,0.088,2169991,respiratory,respiratory
0.168,0.126,0.0864,0.6196,3052389,vector,vector
0.752,0.08,0.092,0.076,338079,direct contact,direct contact
0.048,0.042,0.014,0.896,60877,vector,vector
0.616187012987013,0.050090909090909096,0.06016666666666667,0.2735554112554113,1897087,direct contact,direct contact
0.3725,0.47525,0.07,0.08225,2003650,faecal-oral,faecal-oral
0.127875,0.08,0.030166666666666665,0.7619583333333333,3052428,vector,vector
0.244,0.158,0.148,0.45,3052440,vector,vector
0.12018181818181818,0.076,0.5996363636363636,0.2041818181818182,3052325,respiratory,respiratory
0.014,0.026,0.008,0.952,60875,vector,vector
0.5865,0.26925,0.06,0.08425,138948,direct contact,direct contact
0.012,0.014,0.0,0.974,2083198,vector,vector
0.282,0.37,0.124,0.224,1239573,faecal-oral,faecal-oral
0.2245,0.59725,0.056,0.12225,2003651,faecal-oral,faecal-oral
0.028,0.014,0.012,0.946,3048360,vector,vector
0.0564,0.028,0.018,0.8976000000000001,59304,vector,vector
0.7213333333333333,0.118,0.054,0.10666666666666667,3052557,direct contact,direct contact
0.16,0.056,0.612,0.172,3052314,direct contact,respiratory
0.316,0.392,0.138,0.154,3052230,direct contact,faecal-oral
0.13712987012987013,0.052519480519480514,0.10442857142857143,0.705922077922078,1972579,vector,vector
0.15327272727272728,0.1070909090909091,0.12440000000000001,0.6152363636363637,3052396,vector,vector
0.066,0.0,0.0,0.934,3048459,vector,vector
0.05,0.09014285714285714,0.5289206349206349,0.330936507936508,1980456,respiratory,respiratory
0.10828571428571428,0.05242857142857142,0.3234285714285714,0.5158571428571429,3052518,vector,vector
0.052,0.058,0.04,0.85,2083199,vector,vector
0.43433333333333335,0.139,0.042,0.3846666666666666,3048148,direct contact,direct contact
0.6485416666666667,0.10933333333333334,0.028,0.214125,3052223,direct contact,direct contact
0.266,0.322,0.06266666666666668,0.34933333333333333,1239565,faecal-oral,vector
0.27,0.21,0.426,0.094,290028,respiratory,respiratory
