prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.16224937303128217,0.13807783020253733,0.033735510036123566,0.22806540637619557,0.26415249493421744,0.17371938541964382,3052514,5,4
0.01636369372943988,0.1562958551180783,0.11890506923122518,0.13035893912468732,0.27441541583497353,0.30366102696159597,3052342,5,4
0.09565827801055676,0.20077353016141344,0.033039990905424796,0.2898617602237406,0.2582620845145562,0.12240435618430856,3052505,4,3
0.03231144376619157,0.08018340505689803,0.014682483739099316,0.02562916473319296,0.08052150034049572,0.7666720023641223,3052396,5,5
0.029332314252376746,0.20063475087024626,0.011901474252055405,0.024515538122194907,0.19275204009618288,0.540863882406944,3047375,5,5
0.66909567996022,0.03160018264426341,0.11095695933201997,0.02329501148939885,0.009192458662318676,0.15585970791177917,1821750,0,0
0.04313274917834875,0.19707878652887176,0.01786429564384742,0.10407077885998443,0.5724394133215642,0.0654139764673832,2169991,4,4
0.019851718612962168,0.10546735763034555,0.06824825015637723,0.29160263616181986,0.22416366156184003,0.2906663758766554,3048148,3,3
0.016194558087341555,0.141916532228538,0.011619350084976159,0.026077544470346426,0.058680281170545204,0.7455117339582528,1987019,5,5
0.01789082907870395,0.12207792533595645,0.0390499233730093,0.1262449957757901,0.5504161130612673,0.14432021337527268,3052459,5,4
0.03022802268273048,0.18032758368473448,0.031392705537536016,0.02518538749508142,0.14294032390785236,0.5899259766920651,3048360,5,5
0.13289153072205384,0.06302260172296861,0.04895224424048671,0.6591762233494377,0.021768825319267524,0.07418857464578593,147711,3,3
0.03563532793496983,0.21377675318241374,0.017485662719793245,0.09714507393936792,0.5634244346818114,0.0725327475416441,3052302,4,4
0.0400274129741497,0.15217594876810248,0.4165615058977855,0.10818230080389096,0.06326827544828664,0.21978455610778505,194440,2,2
0.518827109059106,0.05681491842506771,0.3490711470328363,0.020026271105280474,0.006901399050403524,0.048359155327306155,67605,0,0
0.015557234284678237,0.09124035518922215,0.6589937369884215,0.1613261554654295,0.04821268415503604,0.024669833917212555,28875,0,2
0.03652369271795148,0.15671464479660144,0.019460319410242233,0.023602226584346225,0.12602882573968227,0.6376702907511763,3052466,1,5
0.018786069109118404,0.11905915177742693,0.014036700551418093,0.015692528891072352,0.05486001903577867,0.7775655306351857,3052456,5,5
0.015198876705067336,0.21410636245693582,0.40573926251492626,0.24284961310958067,0.09340763104798196,0.028698254165507867,2955291,3,2
0.1360030664144779,0.3163909896061747,0.04133603106488116,0.15984917772301216,0.1650182793373744,0.18140245585407966,1714619,1,1
0.041986615198544,0.14008401413416674,0.011579488349739854,0.0378351739218075,0.10729390832190175,0.6612208000738402,3052401,5,5
0.6880236221845734,0.08464168318459785,0.08437644068216806,0.06052110923892104,0.024093934263681352,0.058343210446058176,138948,0,0
0.021243903940659063,0.6452995859224592,0.07056537864690393,0.1291931846595745,0.07597950681289685,0.057718440017506624,90961,1,1
0.022568070464914797,0.49931397176174913,0.04100929168143159,0.041956263140963845,0.047933888999649524,0.3472185139512913,11036,1,1
0.015452279435420978,0.051457989914945504,0.8139355620418526,0.0691692785075038,0.034953846406211304,0.01503104369406577,11709,2,2
0.024065235825049058,0.42196492221657733,0.02337138714089056,0.026244840154693777,0.10246793889722099,0.4018856757655685,3048443,1,1
0.0487299099472488,0.3884668883592803,0.05556606416762876,0.03473009752789935,0.06458300204340904,0.40792403795453375,3048233,2,1
0.039464147619351464,0.3256774658649261,0.017095246557145734,0.16261937306888405,0.2256237568713304,0.22952001001836203,40058,5,1
0.019314225444147907,0.13866997625347993,0.023690748633369525,0.019058872368720167,0.024122130045375147,0.7751440472549077,11034,5,5
0.023427651560330935,0.15436592663207302,0.034363572215462025,0.15994077205956314,0.4579221611920145,0.16997991634055637,3052462,4,4
