vtaxid,prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,pred_label
546696,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546697,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546698,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546699,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546700,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546701,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546702,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546703,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546709,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546710,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546711,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546714,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546715,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546721,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546722,0.8457,0.0280,0.0758,0.0087,0.0040,0.0378,gastrointestinal
546723,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546725,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546726,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546727,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546728,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
546729,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
56094,0.8492,0.0299,0.0685,0.0089,0.0042,0.0393,gastrointestinal
57667,0.8286,0.0343,0.0822,0.0117,0.0051,0.0381,gastrointestinal
586421,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
595895,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611726,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611728,0.8548,0.0289,0.0660,0.0090,0.0042,0.0371,gastrointestinal
611730,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611734,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611737,0.8338,0.0287,0.0878,0.0083,0.0040,0.0374,gastrointestinal
611738,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611739,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611740,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611741,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611757,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611758,0.8390,0.0293,0.0778,0.0092,0.0044,0.0403,gastrointestinal
611759,0.8390,0.0293,0.0778,0.0092,0.0044,0.0403,gastrointestinal
611761,0.8068,0.0334,0.0982,0.0103,0.0051,0.0461,gastrointestinal
611762,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611763,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
611764,0.8429,0.0298,0.0759,0.0089,0.0042,0.0383,gastrointestinal
630716,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
630718,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
631345,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
641884,0.6147,0.0470,0.1842,0.0275,0.0175,0.1091,gastrointestinal
64318,0.8648,0.0288,0.0561,0.0092,0.0044,0.0367,gastrointestinal
644610,0.5599,0.1029,0.1138,0.0478,0.0228,0.1529,gastrointestinal
646294,0.8507,0.0282,0.0699,0.0088,0.0041,0.0382,gastrointestinal
647367,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
647369,0.8453,0.0331,0.0684,0.0090,0.0042,0.0401,gastrointestinal
647372,0.8307,0.0368,0.0747,0.0097,0.0045,0.0435,gastrointestinal
647374,0.8500,0.0297,0.0686,0.0089,0.0041,0.0387,gastrointestinal
650036,0.0561,0.1266,0.0856,0.0811,0.1137,0.5370,viraemic
658667,0.8584,0.0296,0.0588,0.0089,0.0044,0.0399,gastrointestinal
659265,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
682383,0.8583,0.0291,0.0607,0.0089,0.0043,0.0387,gastrointestinal
682384,0.8584,0.0296,0.0588,0.0089,0.0044,0.0399,gastrointestinal
688450,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
688451,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
688452,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
688453,0.8410,0.0302,0.0762,0.0085,0.0042,0.0399,gastrointestinal
688454,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
688456,0.8369,0.0316,0.0804,0.0090,0.0042,0.0379,gastrointestinal
688457,0.8492,0.0299,0.0685,0.0089,0.0042,0.0393,gastrointestinal
688459,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
688461,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
688462,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
688463,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
688464,0.8492,0.0299,0.0685,0.0089,0.0042,0.0393,gastrointestinal
688466,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
694015,0.8375,0.0326,0.0856,0.0101,0.0045,0.0297,gastrointestinal
723802,0.8328,0.0311,0.0737,0.0120,0.0050,0.0454,gastrointestinal
741955,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
741956,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
741957,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
741958,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
741959,0.8410,0.0302,0.0762,0.0085,0.0042,0.0399,gastrointestinal
741960,0.8410,0.0302,0.0762,0.0085,0.0042,0.0399,gastrointestinal
764239,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
764243,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
764252,0.8704,0.0325,0.0442,0.0092,0.0053,0.0385,gastrointestinal
764266,0.8620,0.0288,0.0544,0.0094,0.0048,0.0406,gastrointestinal
764267,0.8585,0.0292,0.0565,0.0095,0.0050,0.0413,gastrointestinal
764268,0.8701,0.0261,0.0518,0.0085,0.0044,0.0391,gastrointestinal
858567,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
858568,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
858571,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
858573,0.8522,0.0291,0.0650,0.0089,0.0043,0.0406,gastrointestinal
862167,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862168,0.8507,0.0294,0.0700,0.0093,0.0039,0.0368,gastrointestinal
862169,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862170,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862171,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862172,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862173,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862174,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862175,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862176,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862177,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862178,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862179,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862180,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862181,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862182,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
862183,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
864560,0.8351,0.0301,0.0788,0.0095,0.0044,0.0422,gastrointestinal
864623,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
864624,0.8425,0.0314,0.0746,0.0095,0.0039,0.0380,gastrointestinal
870710,0.8522,0.0291,0.0650,0.0089,0.0043,0.0406,gastrointestinal
870711,0.8522,0.0291,0.0650,0.0089,0.0043,0.0406,gastrointestinal
870712,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
871260,0.7553,0.0439,0.1342,0.0110,0.0058,0.0498,gastrointestinal
87786,0.8282,0.0301,0.0868,0.0099,0.0044,0.0405,gastrointestinal
934413,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
937784,0.2160,0.1598,0.2983,0.0980,0.0656,0.1625,other
941285,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
941292,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
941293,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
941305,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
941317,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
999535,0.8466,0.0298,0.0705,0.0089,0.0042,0.0399,gastrointestinal
