prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.1452931654226442,0.151568476515188,0.06866452488061905,0.26892868504762735,0.13554218104446414,0.23000296708945683,1335626,3,3
0.030288933999735305,0.2033061581578392,0.07802921348162335,0.04050709743217353,0.08382395714313777,0.5640446397854901,1972579,5,5
0.5974756434803584,0.058284014237713136,0.01304989888088299,0.2493403920844428,0.017059536862568395,0.06479051445403415,2956252,0,0
0.02695515824458812,0.26508723004651347,0.05926696430221998,0.06446115789115013,0.1116805042807519,0.4725489852347765,1972575,5,5
0.007549373917235342,0.11272993371320573,0.15901580378588595,0.017799393385220356,0.15808495206909662,0.5448205431293557,3052465,1,5
0.014229586357218996,0.1193738978259533,0.6063276620762581,0.01862377861725554,0.12308932079301367,0.11835575433030042,11723,2,2
0.012345010497018775,0.18186995740123876,0.09218358756468614,0.043268718250386785,0.19293977556836173,0.4773929507183078,3052345,4,5
0.021225115640719727,0.24612827274912844,0.09051063410141133,0.05676892599148679,0.07068533146566636,0.5146817200515876,11020,5,5
0.003955443184084053,0.006638070243945581,0.6169898329343387,0.000852986430952351,0.36443683759715306,0.0071268296095263655,194441,2,2
0.01573546573584428,0.13831778653646662,0.1371796385150216,0.027838732082556893,0.2438890621056613,0.4370393150244492,3052317,4,5
0.08679401757755854,0.1476453969116639,0.047010982063225244,0.2047635463212419,0.06458988639196694,0.44919617073434337,3052225,1,3
0.022395398016606026,0.19633424927284834,0.07076470712035868,0.04007528960430806,0.3993748954122619,0.27105546057361674,3052331,4,4
0.0036579034685917415,0.0022758475001434823,0.6444438783635409,0.0005365790739567539,0.3419000372807951,0.007185754312971913,194440,2,2
0.10496240642721592,0.3547201542818944,0.07378660269674928,0.05563569655997263,0.08347052736080154,0.327424612673366,1678143,2,1
0.023239233952557076,0.31100803610538225,0.2154082276817673,0.047860324485520946,0.07620878158765863,0.3262753961871136,2846071,5,1
0.03864641597955925,0.15302621724311405,0.08362706014937316,0.08511124341035171,0.1159102445871516,0.5236788186304502,40057,5,5
0.10289008615907821,0.2102732011737958,0.06303882307804502,0.41169716213031693,0.06432488946245274,0.1477758379963114,67605,0,3
0.008281473905233592,0.1189043554436162,0.14001525296209516,0.019737267701265417,0.14740460422025062,0.565657045767539,3048184,1,5
0.025776473771723048,0.22867010563626086,0.06581656540330967,0.06604480947348695,0.05601424853034477,0.5576777971848749,3048158,1,5
0.018906194155433983,0.2383309669297498,0.10063579234472667,0.03499100979886996,0.40505282272412196,0.20208321404709761,3052307,4,4
0.023813768633800345,0.18237578675909366,0.05789798859530243,0.0482881051997672,0.11807296549058145,0.5695513853214548,1972577,5,5
0.00808476873996994,0.14245631630164393,0.15216097653780988,0.02094257906598611,0.13763895675249416,0.538716402602096,3047837,5,5
0.0970368461549649,0.16488214287414363,0.04904085803141869,0.39460201157509645,0.051428371013838764,0.24300977035053747,2955465,3,3
0.017194426942999646,0.17623561472079594,0.0613879365347171,0.05712468475952627,0.0506767820931636,0.6373805549487974,3048225,5,5
0.030616265719323132,0.1350023387517808,0.07320365509897858,0.07569387890210326,0.07698171940712391,0.6085021421206903,3052428,5,5
0.4320263287229193,0.05446785231868456,0.03600524135527881,0.21069304857577553,0.1162275935698703,0.15057993545747148,95342,0,0
0.4949785557532705,0.05614638214188216,0.013002515628246003,0.3598010217346275,0.013493979790008302,0.06257754495196556,138951,0,0
0.422656670615627,0.10595879659742485,0.017545046740566575,0.24241909528281322,0.03629259104333055,0.1751277997202378,77763,1,0
0.03350901817655446,0.11486363251452679,0.05733111782510324,0.08068039500190524,0.0627810302871746,0.6508348061947362,3052418,5,5
0.10640014780076403,0.15511973473981522,0.029175325059968563,0.27383960436549437,0.04804906316164254,0.387416124872315,3049952,3,3
