	Mollentze's study	Brierley's study	ViralZone	HVD	Virus-Host DB	VIRION
3048391	0.0	0.0	0.0	0.0	1.0	0.0
3048392	0.0	0.0	0.0	0.0	1.0	0.0
3048393	0.0	0.0	0.0	0.0	1.0	0.0
3048394	0.0	0.0	0.0	0.0	1.0	0.0
3048395	0.0	0.0	0.0	0.0	1.0	0.0
3048396	0.0	0.0	0.0	0.0	1.0	0.0
3048397	0.0	0.0	0.0	0.0	1.0	0.0
3048398	0.0	0.0	0.0	0.0	1.0	0.0
3048400	0.0	0.0	0.0	0.0	1.0	0.0
3048401	0.0	0.0	0.0	0.0	1.0	0.0
3048402	0.0	0.0	0.0	0.0	0.0	1.0
3048403	0.0	0.0	0.0	0.0	1.0	0.0
3048404	0.0	0.0	0.0	0.0	1.0	0.0
3048405	0.0	0.0	0.0	0.0	1.0	0.0
3048406	0.0	0.0	0.0	0.0	1.0	0.0
3048407	0.0	0.0	0.0	0.0	1.0	0.0
3048413	0.0	0.0	0.0	0.0	1.0	0.0
3048414	0.0	0.0	0.0	0.0	1.0	0.0
3048415	0.0	0.0	0.0	0.0	1.0	0.0
3048417	0.0	0.0	0.0	0.0	1.0	0.0
3048420	0.0	0.0	0.0	0.0	1.0	0.0
3048421	0.0	0.0	0.0	0.0	0.0	1.0
3048422	0.0	0.0	0.0	0.0	1.0	0.0
3048423	0.0	0.0	0.0	0.0	1.0	0.0
3048424	0.0	0.0	0.0	0.0	1.0	0.0
3048425	0.0	0.0	0.0	0.0	1.0	0.0
3048427	0.0	0.0	0.0	0.0	1.0	0.0
3048428	0.0	0.0	0.0	0.0	1.0	0.0
3048429	0.0	0.0	0.0	1.0	0.0	0.0
3048430	0.0	0.0	0.0	0.0	1.0	0.0
3048431	0.0	0.0	0.0	0.0	1.0	0.0
3048432	0.0	0.0	0.0	0.0	1.0	0.0
3048433	0.0	0.0	0.0	0.0	1.0	0.0
3048439	0.0	0.0	0.0	0.0	0.0	1.0
3048440	0.0	1.0	0.0	0.0	0.0	0.0
3048443	0.0	1.0	0.0	0.0	0.0	0.0
3048447	0.0	1.0	0.0	0.0	0.0	0.0
3048448	0.0	1.0	0.0	0.0	0.0	0.0
3048459	0.0	1.0	0.0	0.0	0.0	0.0
3049952	0.0	1.0	0.0	0.0	0.0	0.0
3049953	0.0	1.0	0.0	0.0	0.0	0.0
3049954	0.0	1.0	0.0	0.0	0.0	0.0
3050134	0.0	0.0	0.0	1.0	0.0	0.0
3050135	0.0	0.0	0.0	1.0	0.0	0.0
3050136	0.0	0.0	0.0	1.0	0.0	0.0
3050140	0.0	0.0	0.0	1.0	0.0	0.0
3050243	0.0	0.0	0.0	1.0	0.0	0.0
3050245	0.0	0.0	0.0	1.0	0.0	0.0
3050246	0.0	0.0	0.0	1.0	0.0	0.0
3050247	0.0	0.0	0.0	1.0	0.0	0.0
3050248	0.0	0.0	0.0	0.0	1.0	0.0
3050250	0.0	0.0	0.0	1.0	0.0	0.0
3050251	0.0	0.0	0.0	1.0	0.0	0.0
3050254	0.0	0.0	0.0	1.0	0.0	0.0
3050256	0.0	0.0	0.0	1.0	0.0	0.0
3050258	0.0	0.0	0.0	1.0	0.0	0.0
3050267	0.0	0.0	0.0	1.0	0.0	0.0
3050269	0.0	0.0	0.0	1.0	0.0	0.0
3050271	0.0	0.0	0.0	1.0	0.0	0.0
3050273	0.0	0.0	0.0	1.0	0.0	0.0
3050277	0.0	0.0	0.0	1.0	0.0	0.0
3050282	0.0	0.0	0.0	1.0	0.0	0.0
3050287	0.0	0.0	0.0	1.0	0.0	0.0
3050288	0.0	0.0	0.0	1.0	0.0	0.0
3050292	0.0	0.0	0.0	0.0	1.0	0.0
3050293	0.0	0.0	0.0	0.0	1.0	0.0
3050294	0.0	0.0	0.0	0.0	1.0	0.0
3050295	0.0	0.0	0.0	0.0	1.0	0.0
3050296	0.0	0.0	0.0	0.0	1.0	0.0
3050297	0.0	0.0	0.0	0.0	1.0	0.0
3050298	0.0	0.0	0.0	0.0	1.0	0.0
3050299	0.0	0.0	0.0	0.0	1.0	0.0
3050300	0.0	0.0	0.0	0.0	1.0	0.0
3050301	0.0	0.0	0.0	1.0	0.0	0.0
3050305	0.0	0.0	0.0	0.0	1.0	0.0
3050308	0.0	0.0	0.0	1.0	0.0	0.0
3050314	0.0	0.0	0.0	1.0	0.0	0.0
3050317	0.0	0.0	0.0	1.0	0.0	0.0
3050323	0.0	0.0	0.0	1.0	0.0	0.0
3050329	0.0	0.0	0.0	0.0	0.0	1.0
3050332	0.0	0.0	0.0	1.0	0.0	0.0
3050333	0.0	0.0	0.0	1.0	0.0	0.0
3050336	0.0	0.0	0.0	0.0	1.0	0.0
3050339	0.0	0.0	0.0	0.0	0.0	1.0
3050344	0.0	0.0	0.0	1.0	0.0	0.0
3050348	0.0	0.0	0.0	1.0	0.0	0.0
3050350	0.0	0.0	0.0	1.0	0.0	0.0
3050355	0.0	0.0	0.0	1.0	0.0	0.0
3050356	0.0	0.0	0.0	1.0	0.0	0.0
3050361	0.0	0.0	0.0	0.0	1.0	0.0
3050362	0.0	0.0	0.0	1.0	0.0	0.0
3051368	0.0	0.0	0.0	0.0	1.0	0.0
3051373	0.0	0.0	0.0	0.0	1.0	0.0
3051374	0.0	0.0	0.0	0.0	1.0	0.0
3051375	0.0	1.0	0.0	0.0	0.0	0.0
3051377	0.0	0.0	0.0	0.0	1.0	0.0
3051624	0.0	0.0	0.0	1.0	0.0	0.0
3051989	0.0	0.0	0.0	1.0	0.0	0.0
3051991	0.0	0.0	0.0	0.0	1.0	0.0
3051992	0.0	0.0	0.0	0.0	1.0	0.0
3052000	0.0	0.0	0.0	1.0	0.0	0.0
3052004	0.0	0.0	0.0	0.0	1.0	0.0
3052013	0.0	0.0	0.0	0.0	1.0	0.0
3052014	0.0	0.0	0.0	0.0	1.0	0.0
3052040	0.0	0.0	0.0	0.0	1.0	0.0
3052041	0.0	0.0	0.0	0.0	1.0	0.0
3052098	0.0	0.0	0.0	1.0	0.0	0.0
3052121	0.0	0.0	0.0	0.0	1.0	0.0
3052189	1.0	0.0	0.0	0.0	0.0	0.0
3052223	1.0	1.0	0.0	0.0	0.0	0.0
3052225	1.0	1.0	0.0	0.0	0.0	0.0
3052230	1.0	1.0	0.0	0.0	0.0	0.0
3052263	0.0	0.0	0.0	0.0	1.0	0.0
3052299	1.0	1.0	0.0	0.0	0.0	0.0
3052302	1.0	1.0	0.0	0.0	0.0	0.0
3052303	1.0	1.0	0.0	0.0	0.0	0.0
3052305	1.0	0.0	0.0	0.0	0.0	0.0
3052307	1.0	1.0	0.0	0.0	0.0	0.0
3052310	1.0	1.0	0.0	0.0	0.0	0.0
3052314	1.0	1.0	0.0	0.0	0.0	0.0
3052316	0.0	0.0	0.0	1.0	0.0	0.0
3052317	1.0	1.0	0.0	0.0	0.0	0.0
3052328	1.0	0.0	0.0	0.0	0.0	0.0
3052329	0.0	0.0	0.0	0.0	0.0	1.0
3052331	1.0	1.0	0.0	0.0	0.0	0.0
3052342	1.0	1.0	0.0	0.0	0.0	0.0
3052343	0.0	0.0	0.0	0.0	0.0	1.0
3052345	0.0	1.0	0.0	0.0	0.0	0.0
3052370	0.0	0.0	0.0	0.0	0.0	1.0
3052371	0.0	0.0	1.0	0.0	0.0	0.0
3052380	0.0	0.0	0.0	1.0	0.0	0.0
3052381	1.0	1.0	0.0	0.0	0.0	0.0
3052384	1.0	1.0	0.0	0.0	0.0	0.0
3052385	0.0	0.0	0.0	1.0	0.0	0.0
3052387	1.0	1.0	0.0	0.0	0.0	0.0
3052388	0.0	0.0	0.0	1.0	0.0	0.0
3052389	1.0	1.0	0.0	0.0	0.0	0.0
3052390	1.0	1.0	0.0	0.0	0.0	0.0
3052393	0.0	0.0	0.0	0.0	0.0	1.0
3052394	0.0	0.0	0.0	0.0	0.0	1.0
3052396	1.0	1.0	0.0	0.0	0.0	0.0
3052397	1.0	1.0	0.0	0.0	0.0	0.0
3052399	0.0	0.0	0.0	0.0	1.0	0.0
3052400	0.0	0.0	0.0	1.0	0.0	0.0
3052402	0.0	0.0	0.0	1.0	0.0	0.0
3052404	0.0	0.0	0.0	0.0	0.0	1.0
3052406	0.0	0.0	0.0	0.0	1.0	0.0
3052407	0.0	0.0	0.0	0.0	1.0	0.0
3052409	0.0	0.0	1.0	0.0	0.0	0.0
3052412	0.0	0.0	0.0	0.0	1.0	0.0
3052413	1.0	1.0	0.0	0.0	0.0	0.0
3052414	0.0	0.0	0.0	1.0	0.0	0.0
3052418	1.0	1.0	0.0	0.0	0.0	0.0
3052420	0.0	0.0	0.0	0.0	1.0	0.0
3052421	0.0	0.0	0.0	0.0	0.0	1.0
3052424	0.0	0.0	0.0	0.0	0.0	1.0
3052426	1.0	1.0	0.0	0.0	0.0	0.0
3052428	1.0	1.0	0.0	0.0	0.0	0.0
3052429	1.0	1.0	0.0	0.0	0.0	0.0
3052437	1.0	0.0	0.0	0.0	0.0	0.0
3052439	0.0	0.0	0.0	0.0	1.0	0.0
3052440	1.0	1.0	0.0	0.0	0.0	0.0
3052441	0.0	0.0	0.0	1.0	0.0	0.0
3052444	1.0	1.0	0.0	0.0	0.0	0.0
3052445	0.0	0.0	0.0	1.0	0.0	0.0
3052446	0.0	0.0	0.0	0.0	1.0	0.0
3052456	1.0	1.0	0.0	0.0	0.0	0.0
3052457	0.0	0.0	0.0	1.0	0.0	0.0
3052458	0.0	1.0	0.0	0.0	0.0	0.0
3052459	0.0	1.0	0.0	0.0	0.0	0.0
3052460	0.0	1.0	0.0	0.0	0.0	0.0
3052461	0.0	1.0	0.0	0.0	0.0	0.0
3052462	0.0	1.0	0.0	0.0	0.0	0.0
3052463	0.0	1.0	0.0	0.0	0.0	0.0
3052464	0.0	1.0	0.0	0.0	0.0	0.0
3052465	0.0	1.0	1.0	0.0	0.0	0.0
3052466	0.0	1.0	0.0	0.0	0.0	0.0
3052467	0.0	0.0	0.0	0.0	0.0	1.0
3052468	0.0	1.0	0.0	0.0	0.0	0.0
3052470	1.0	1.0	0.0	0.0	0.0	0.0
3052474	1.0	1.0	0.0	0.0	0.0	0.0
3052477	1.0	1.0	0.0	0.0	0.0	0.0
3052480	1.0	1.0	0.0	0.0	0.0	0.0
3052489	0.0	1.0	0.0	0.0	0.0	0.0
3052492	0.0	0.0	0.0	0.0	0.0	1.0
3052493	1.0	1.0	0.0	0.0	0.0	0.0
3052498	1.0	1.0	0.0	0.0	0.0	0.0
3052499	1.0	1.0	0.0	0.0	0.0	0.0
3052503	1.0	1.0	0.0	0.0	0.0	0.0
3052505	1.0	1.0	0.0	0.0	0.0	0.0
3052509	0.0	0.0	0.0	1.0	0.0	0.0
3052514	1.0	1.0	0.0	0.0	0.0	0.0
3052518	1.0	1.0	1.0	0.0	0.0	0.0
3052521	0.0	0.0	0.0	0.0	0.0	1.0
3052522	0.0	0.0	0.0	0.0	1.0	0.0
3052523	1.0	0.0	0.0	0.0	0.0	0.0
3052536	0.0	0.0	0.0	0.0	1.0	0.0
3052537	1.0	1.0	0.0	0.0	0.0	0.0
3052538	0.0	0.0	0.0	0.0	0.0	1.0
3052555	0.0	0.0	0.0	0.0	1.0	0.0
3052556	0.0	1.0	0.0	0.0	0.0	0.0
3052557	0.0	1.0	0.0	0.0	0.0	0.0
3052558	0.0	1.0	0.0	0.0	0.0	0.0
3052560	0.0	1.0	0.0	0.0	0.0	0.0
3052599	1.0	0.0	0.0	0.0	0.0	0.0
3052600	1.0	1.0	0.0	0.0	0.0	0.0
3052606	1.0	0.0	0.0	0.0	0.0	0.0
3052608	1.0	0.0	0.0	0.0	0.0	0.0
3052610	1.0	1.0	0.0	0.0	0.0	0.0
3052616	0.0	0.0	0.0	1.0	0.0	0.0
3052618	0.0	0.0	0.0	1.0	0.0	0.0
3052619	1.0	1.0	0.0	0.0	0.0	0.0
3052620	0.0	0.0	0.0	1.0	0.0	0.0
3052621	0.0	0.0	0.0	1.0	0.0	0.0
3052625	0.0	0.0	0.0	1.0	0.0	0.0
3052626	0.0	0.0	0.0	1.0	0.0	0.0
3052637	0.0	0.0	0.0	0.0	0.0	1.0
3052640	1.0	1.0	0.0	0.0	0.0	0.0
3052641	0.0	0.0	0.0	0.0	1.0	0.0
3052643	0.0	0.0	0.0	0.0	1.0	0.0
3052647	0.0	0.0	0.0	0.0	1.0	0.0
3052660	0.0	0.0	0.0	0.0	1.0	0.0
3052661	0.0	0.0	0.0	1.0	0.0	0.0
3052662	0.0	0.0	0.0	0.0	1.0	0.0
3052664	0.0	0.0	0.0	0.0	1.0	0.0
3052665	0.0	0.0	0.0	0.0	1.0	0.0
3052666	0.0	0.0	0.0	0.0	1.0	0.0
3052676	1.0	1.0	0.0	0.0	0.0	0.0
3052681	0.0	0.0	0.0	0.0	1.0	0.0
3052684	1.0	1.0	0.0	0.0	0.0	0.0
3052686	0.0	0.0	0.0	0.0	1.0	0.0
3052690	0.0	0.0	0.0	0.0	1.0	0.0
3052713	0.0	0.0	0.0	0.0	1.0	0.0
3052714	0.0	0.0	0.0	0.0	1.0	0.0
3052716	0.0	0.0	0.0	0.0	1.0	0.0
3052759	0.0	0.0	0.0	0.0	1.0	0.0
3052770	0.0	0.0	0.0	0.0	1.0	0.0
3052789	1.0	1.0	0.0	0.0	0.0	0.0
3052801	0.0	0.0	0.0	0.0	1.0	0.0
3052808	0.0	0.0	0.0	0.0	1.0	0.0
3052809	0.0	0.0	0.0	1.0	0.0	0.0
3052811	0.0	0.0	0.0	0.0	1.0	0.0
3052826	0.0	0.0	0.0	1.0	0.0	0.0
3060057	0.0	0.0	0.0	0.0	1.0	0.0
3060463	0.0	0.0	0.0	0.0	1.0	0.0
3060496	0.0	0.0	0.0	0.0	0.0	1.0
3060506	0.0	0.0	0.0	0.0	1.0	0.0
3060507	0.0	0.0	0.0	1.0	0.0	0.0
3060740	0.0	0.0	0.0	0.0	1.0	0.0
3158245	0.0	0.0	0.0	1.0	0.0	0.0
