interact_type	virus_unid	human_unid	VirusName	FamilyName
physical	P0DTC5	O14523	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O14523	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8WUY1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8WUY1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q96LT7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P27797	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P49069	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P49069	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8WVQ1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8WVQ1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q8WVQ1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P27824	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P17655	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P17655	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P17655	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P16152	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P16152	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96NT0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q96NT0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q96A33	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96JB5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96JB5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96G23	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q96G23	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q99653	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NCH0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q96S66	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P51798	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P51798	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O14967	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9H078	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P09496	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8NE01	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q6P4Q7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q6P4Q7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9GZQ3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q86VX2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9P000	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9Y678	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y678	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O43402	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O43402	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	O43402	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O75976	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P36551	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P36551	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P36551	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q8WVC6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8WVC6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9Y394	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q6P158	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NXW2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6ZPD9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P60981	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O00559	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O00559	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O14681	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P41567	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NZJ5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9NZJ5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BS26	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9BS26	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9BSJ8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NUU6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9NUU6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9H6L5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9H6L5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9H6L5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y3B6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9Y3B6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BRX8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9BRX8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9NUQ9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NUQ9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9NUQ9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9NUQ9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96TC7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q96TC7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96TC7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q96TC7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UBU6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P37268	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P37268	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P37268	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P37268	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q13642	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	O75955	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9HCG7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9HCG7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P38435	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P36383	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P04899	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P36915	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	O14653	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O14653	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	O14653	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P43304	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	B7ZAQ6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q96HH9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q96HH9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q6IC98	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6IC98	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9P0M6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P04439	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P10321	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8TCT9	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	P30519	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P11021	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P50213	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P06213	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q86U28	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q96CN7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q96CN7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P23229	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P05556	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9Y287	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9NQX7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9HDC5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q9HDC5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q92953	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q92953	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UIX4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q15842	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q06136	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q06136	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q06136	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8N766	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8N766	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q14667	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	A2VDJ0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9C0E8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9C0E8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	Q9C0E8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8IYS2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q86UP2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q86UP2	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q14739	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q14739	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9Y2U8	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P49257	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P49257	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9BU23	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9BU23	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P02545	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q9UIQ6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9UIQ6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q92604	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q92604	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	O75427	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8IWT6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8TDW0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TDW0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q9H089	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q86X29	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q7Z3D4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q7Z3D4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P20645	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q9H0U3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P28482	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q6ZWT7	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8TDD5	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q14728	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	Q5JRA6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q5JRA6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC3	P14174	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P14174	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P14174	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q14165	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8N4V1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q8NHP6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8NHP6	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q86UE4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	Q86UE4	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P58546	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	P84157	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC5	P84157	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	P84157	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	A2RRP1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC8	A2RRP1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8WUM0	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q12769	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q92621	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8TEM1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC4	Q8TEM1	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
physical	P0DTC6	Q8NFH3	Severe acute respiratory syndrome-related coronavirus	Coronaviridae
