prob_gastrointestinal,prob_neural,prob_other,prob_respiratory,prob_systemic,prob_viraemic,taxid,true,pred
0.023905326120716008,0.24371328946498627,0.05454392329146254,0.11636790086469456,0.12009090749026344,0.44137865276787724,2955291,3,5
0.024193746531301713,0.07872587894121738,0.0386042534140965,0.08305068361247854,0.07642369115702544,0.6990017463438803,3052429,5,5
0.6202484580664184,0.0373385126821671,0.03490499184010436,0.1674245651003539,0.07064844880261426,0.06943502350834176,2003652,0,0
0.004461754658969797,0.153279299724087,0.10593561750757194,0.007496290610450194,0.04905708147747214,0.6797699560214491,3047837,5,5
0.020492871077601685,0.5261726430922417,0.05388455571778209,0.10121343093449167,0.09461254922247793,0.20362394995540495,1897087,1,1
0.01763172877106958,0.11935272498241085,0.0388504932234216,0.07237610234133952,0.3396126635948483,0.4121762870869098,3052498,2,5
0.052446705737977994,0.0758903623630798,0.04209795102365256,0.05608733494558721,0.38753161159213784,0.3859460343375648,3052462,4,5
0.022865827562589418,0.1368058128417483,0.0756119550937584,0.11469367586131478,0.381561974197675,0.26846075444291423,3052789,5,4
0.06321773934315825,0.03850856990870046,0.7034750060014459,0.04155629414708882,0.035383653334498,0.11785873726510852,194440,2,2
0.02984961328634385,0.0590460644070932,0.05785308934749754,0.04728737425734901,0.4614176270881838,0.34454623161353265,3052310,4,4
0.03571765429191794,0.11952562125374828,0.08447320059365175,0.049007412162753186,0.5088378527724862,0.2024382589254428,3052303,1,4
0.057051221591593995,0.11691305693967449,0.09787075151439585,0.029289087104264918,0.5906768359089445,0.10819904694112625,3052474,4,4
0.02373871735537244,0.09639305919478908,0.03778743564351491,0.03073699319066315,0.6595815372779475,0.15176225733771304,3052477,2,4
0.039173992844155306,0.09470839494701316,0.5721509096586282,0.013066213607098181,0.08021733499581349,0.20068315394729172,11723,2,2
0.016167444748311614,0.09060389704918939,0.04969314325855858,0.021125059555652224,0.19774583743602595,0.6246646179522617,3047395,5,5
0.022931476370796424,0.10358906185851922,0.0851080865057456,0.056305168331955306,0.1114025795307881,0.620663627402195,1972578,5,5
0.6676106197612816,0.031329674437380155,0.023963101425469865,0.1887776442508209,0.0320670921135052,0.05625186801154201,2003649,0,0
0.0057773145366061774,0.03821722830412003,0.10253673367589833,0.013227865386282798,0.011172609572681885,0.8290682485244109,204269,1,5
0.017058773682386022,0.4182649591708025,0.06702200614624586,0.01589430191499574,0.13523229010168328,0.34652766898388665,3052466,1,1
0.048199621968194876,0.06795796262683275,0.05303691172094227,0.24038790729627507,0.051943476604764165,0.5384741197829911,3052560,4,5
0.11097050134025478,0.07063254594033645,0.11842308285227532,0.10936389551213792,0.04999947920584866,0.5406104951491466,3052397,5,5
0.012476099335858887,0.10580774815326546,0.14682568603659568,0.016697811629025193,0.025198621836297418,0.6929940330089576,59301,5,5
0.4018312483888684,0.039654713794269984,0.06683508477128308,0.3876624628202818,0.04384757939187324,0.06016891083342321,463676,3,0
0.025316997931952946,0.382457595592762,0.0606984911567761,0.016463648860126932,0.10867734246895978,0.40638592398942236,3052463,5,1
0.018612126748075736,0.11855519016301685,0.11947189380458406,0.021256475974144134,0.03569534262156225,0.686408970688617,2169701,5,5
0.08344971996396468,0.07564195213829403,0.013451306990278408,0.5702915571180933,0.05516891853366305,0.2019965452557063,1348384,0,3
0.6986954317169076,0.017446487229691235,0.01757522264141462,0.22063070876257265,0.0067905175029573635,0.03886163214645646,138950,0,0
0.16227132033537975,0.05477298082405893,0.009005313697580475,0.5513779292230037,0.09016383826418412,0.13240861765579306,77763,1,3
0.06486108594385315,0.10135688503689563,0.04227990918923445,0.3722559915245191,0.09467830053435594,0.3245678277711417,1987019,5,5
0.3500905094661031,0.05007157764605315,0.018999080510249202,0.5117287588050068,0.026206402779231332,0.04290367079335636,694003,3,3
