prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.35361725324902926,0.0,0.6463827467509707,0.0,3052325,respiratory,respiratory
0.12452763711906896,0.0,0.0,0.875472362880931,3048170,vector,vector
0.6764216198431711,0.2237650376065846,0.0998133425502444,0.0,463676,direct contact,direct contact
0.0,0.0,0.0,1.0,3052397,vector,vector
0.9014684609850866,0.0,0.09853153901491334,0.0,3052505,direct contact,direct contact
0.5441953266176863,0.37038369508512176,0.0,0.0854209782971921,1330524,faecal-oral,direct contact
0.0,0.0,0.0,1.0,3052466,vector,vector
0.21125056527331385,0.0,0.0,0.7887494347266861,204269,vector,vector
0.0,0.0,1.0,0.0,3052498,respiratory,respiratory
0.48769470714057617,0.0,0.0,0.5123052928594237,1972579,vector,vector
0.7126959046504319,0.0,0.0,0.2873040953495682,38767,direct contact,direct contact
0.0,0.0,0.0,1.0,59301,vector,vector
0.11061623141344215,0.0,0.1068913361286683,0.7824924324578895,36427,faecal-oral,vector
0.10673159498261649,0.4730066680204133,0.4202617369969703,0.0,1239573,faecal-oral,faecal-oral
0.09395950228747622,0.24894552531067132,0.0,0.6570949724018526,2747210,vector,vector
0.0,0.0,0.0,1.0,332097,vector,vector
0.38186000844931994,0.0,0.0,0.6181399915506801,3052610,direct contact,vector
0.13684497649002883,0.0,0.0,0.8631550235099712,3048233,direct contact,vector
0.7069752781149903,0.0,0.19213099656679236,0.10089372531821736,338478,direct contact,direct contact
0.21448819853402487,0.23756907699723592,0.5479427244687393,0.0,77763,vector,respiratory
0.5169093676154588,0.0,0.0,0.48309063238454125,1972572,vector,direct contact
0.0,0.2485940289176074,0.0,0.7514059710823926,2748762,vector,vector
0.0,0.0,1.0,0.0,3052499,respiratory,respiratory
0.0,0.21190421289696762,0.0,0.7880957871030324,40053,vector,vector
0.0,0.0,0.0,1.0,3048459,vector,vector
0.7300951550182085,0.0,0.0,0.2699048449817914,249583,direct contact,direct contact
1.0,0.0,0.0,0.0,3051375,direct contact,direct contact
0.10008132631811419,0.13201524317704158,0.0,0.7679034305048442,1348384,faecal-oral,vector
0.2638544243992714,0.07780264544157973,0.6583429301591489,0.0,3052307,respiratory,respiratory
