feature,class,shap_importance
Q9HAU4,faecal-oral,0.0029465307022440547
P14735,respiratory,0.0029436186714589846
Q9NZB2,vector,0.0029398801926361707
Q9Y5Y6,vector,0.0029357860293903583
Q92499,direct contact,0.002929665429514521
Q8WXA9,direct contact,0.0029287443256110135
P00533,vector,0.0029259877207284276
Q9GZT6,vector,0.0029221214768819525
Q96HA7,vector,0.0029198509156557933
Q9BXB1,vector,0.0029145214322779654
Q6P5Z2,vector,0.002914515740934936
Q96QC0,vector,0.0029141766538174586
Q2TAC2,vector,0.0029127285839098674
Q13409,direct contact,0.002912458750670634
Q9UJX2,vector,0.002907201615968115
P52732,respiratory,0.0029054027676084448
O95789,direct contact,0.0029044580778836964
Q07157,direct contact,0.002903803304344574
P16234,vector,0.002903792744431418
Q96JK2,faecal-oral,0.002901397748588879
Q9NPF5,direct contact,0.002900319414381044
Q8WUM4,vector,0.0028992309376704123
Q14204,direct contact,0.0028954835182347393
Q13315,direct contact,0.002894194418072639
Q68D86,direct contact,0.0028923964497585904
Q8N488,vector,0.0028908005234941567
P14921,direct contact,0.0028903661096296865
Q9BT17,faecal-oral,0.0028871610892251777
Q969Q1,vector,0.002886383793851557
P35680,faecal-oral,0.0028859560108820885
P07550,respiratory,0.0028839998881525566
Q15427,vector,0.002882651351631938
P31151,direct contact,0.00287865588754203
Q9Y3E0,direct contact,0.002868032120339278
P13667,faecal-oral,0.0028679028902663883
O43615,direct contact,0.0028660057431803333
O95271,direct contact,0.0028652079595651793
Q5JTZ9,direct contact,0.0028613296821135776
Q08999,direct contact,0.0028602688248785344
O14964,direct contact,0.002859400958274567
O60684,direct contact,0.0028552138974107777
O76015,direct contact,0.002851158220437868
P46060,respiratory,0.002846183983606034
P84085,vector,0.0028398291822616696
Q96KQ4,respiratory,0.002837764085126353
O14744,vector,0.002836454984599717
Q92973,respiratory,0.0028361353437286007
Q15262,respiratory,0.002831549313076634
P39656,vector,0.0028310650055832646
Q8WXF1,direct contact,0.0028295869039517245
Q8NI60,direct contact,0.00282953611654209
O60504,faecal-oral,0.0028288255530679574
Q8NI60,respiratory,0.0028265245485178327
P54707,respiratory,0.002826198719674974
O75521,vector,0.0028240144842489223
Q86X55,vector,0.00282040619575913
Q6NZI2,direct contact,0.0028199678837524974
P00748,vector,0.0028187809946876386
P58876,vector,0.0028169994268859343
P98170,faecal-oral,0.0028159366915001885
Q13561,direct contact,0.002814029308779799
Q07666,respiratory,0.0028119394784495446
Q9NRR5,direct contact,0.0028103020071884254
Q9UHD2,direct contact,0.00280896158201676
Q7Z6Z7,direct contact,0.0028066762626305147
P61769,respiratory,0.002804340214338389
Q86WK6,faecal-oral,0.002802724498647228
Q13347,vector,0.0028015314181481224
Q1A5X7,vector,0.0028012196066209685
Q07666,faecal-oral,0.002800919720433786
Q96QZ7,respiratory,0.002799574651888521
Q6PD62,respiratory,0.002799327944255455
P15884,vector,0.00279919435313296
P10415,vector,0.0027946028115589253
Q96EV8,vector,0.002792991945096205
O96013,vector,0.0027884833922872474
P41252,faecal-oral,0.002787691711635191
P68036,direct contact,0.0027822425312050525
Q13625,direct contact,0.002779168254611952
Q9UHB9,respiratory,0.0027788024577446785
P31040,vector,0.0027770877326210135
O43765,vector,0.0027730866292505116
Q14676,vector,0.0027726508301123376
Q9NZB2,direct contact,0.0027680958623583097
P84085,respiratory,0.0027672936712133645
Q8N1B4,direct contact,0.002765327221941766
Q8NI36,vector,0.002763654781361038
P20936,vector,0.002756590642939187
Q12931,vector,0.002754488001239903
Q9UKM9,faecal-oral,0.0027544314797452434
P62273,direct contact,0.0027543166792802455
Q15811,direct contact,0.0027527564599024203
Q9UM47,faecal-oral,0.002752646655789434
O14745,direct contact,0.0027481351110507455
Q06323,faecal-oral,0.002746405047216914
Q15020,faecal-oral,0.00274612469984896
O94776,vector,0.002743581437774689
Q13123,vector,0.0027395346800974355
Q9Y6C9,direct contact,0.0027379129314697727
P37840,direct contact,0.0027378261378283872
O14744,direct contact,0.002735974180041601
Q8WUM4,direct contact,0.0027352267099906872
Q14160,faecal-oral,0.002734858553655331
Q5T1M5,direct contact,0.0027311272390177477
Q02539,direct contact,0.002731007953404011
P29317,direct contact,0.0027291420990025283
Q14498,vector,0.0027260836768257654
O75955,vector,0.0027202106927304436
Q9H4F8,direct contact,0.00271931487730225
P59768,direct contact,0.002719213836648929
Q9GZT6,direct contact,0.002717731258663921
Q9NV70,direct contact,0.0027174031527358814
Q7KZI7,respiratory,0.0027152573872521457
P11362,direct contact,0.002713461596721096
Q9HAU4,vector,0.00271268946790219
Q9NYB0,vector,0.0027087360473969555
O14976,faecal-oral,0.002704473200995426
Q68D86,vector,0.0027043974433952787
P34741,vector,0.0027023436076614063
Q9BZV1,direct contact,0.002689886751254431
Q86XR8,vector,0.0026898138565344862
Q9Y5Y6,faecal-oral,0.002686427296877462
O60504,direct contact,0.002679694320948817
O43741,vector,0.002678786546227113
Q5BVD1,vector,0.002677020994945943
Q13625,vector,0.00267671481612195
P59190,vector,0.002673056137385549
P31040,direct contact,0.0026691785100807818
O15078,direct contact,0.002669110530497688
Q96QZ7,faecal-oral,0.0026689575153076607
Q27J81,direct contact,0.0026676167489570455
P17066,direct contact,0.0026676061328617
Q9H8W4,faecal-oral,0.002666578471841476
P08138,direct contact,0.0026660323385143685
Q8NI36,direct contact,0.002658520985620957
P52732,direct contact,0.0026541688967208284
O75478,direct contact,0.0026533180663759364
Q969Q1,direct contact,0.002651167886629344
P52789,faecal-oral,0.0026509464726996073
O15042,direct contact,0.0026509292299367214
Q6PII3,vector,0.002649670837058124
Q6PD62,direct contact,0.002642280881418
Q96KQ4,faecal-oral,0.002640805358121619
O15218,respiratory,0.0026392318501023485
O14641,vector,0.002634910515597192
P15407,direct contact,0.002632022244652178
P01023,vector,0.002631470933954223
Q13418,respiratory,0.002631214866121311
Q9H0S4,direct contact,0.0026276683380979083
Q9NQG5,respiratory,0.0026192742248158166
O15514,vector,0.0026175110017095547
Q96S59,faecal-oral,0.002616183857178904
Q15366,direct contact,0.0026160316391169646
P11274,direct contact,0.002611487876401608
O75147,faecal-oral,0.002610161133783618
Q8N2W9,direct contact,0.0026036186416293224
Q13107,vector,0.0026023951768299443
Q9Y2J2,direct contact,0.0025969187592877487
Q9Y2J4,direct contact,0.0025960663297097107
P15407,respiratory,0.0025922825095533422
Q9BXB1,faecal-oral,0.0025907562728344994
O15042,respiratory,0.002589370135106622
Q9Y478,vector,0.00258827182201309
P17066,faecal-oral,0.0025876286341541188
P29083,vector,0.002585116425188442
Q6P5R6,faecal-oral,0.0025747488580803056
P18085,direct contact,0.002574681667042261
Q504Q3,direct contact,0.0025687202725848575
Q96E11,faecal-oral,0.0025678141570502824
P08621,vector,0.0025651061903523274
Q9UKM9,direct contact,0.0025649960358977045
Q9H6R4,direct contact,0.0025644943558224835
Q9Y2H9,direct contact,0.002563158395907181
Q9HC77,vector,0.002562396290313659
P09972,direct contact,0.002560460434428183
Q01664,direct contact,0.002560154801624341
Q6ZW49,respiratory,0.0025598863486431043
P14921,faecal-oral,0.0025581754063266522
O76015,respiratory,0.0025567836463882996
Q08380,respiratory,0.00254716089428441
Q14767,direct contact,0.0025409272766641583
O15169,direct contact,0.0025248282683346494
Q02878,direct contact,0.002522795423596331
P11441,direct contact,0.002520889262338288
Q9BUE6,direct contact,0.0025199070565521463
P56962,direct contact,0.0025034526958188814
P12755,direct contact,0.0024979644400362246
P01023,respiratory,0.002494472729031887
P08138,respiratory,0.0024934989527463096
P54727,direct contact,0.002489766428778598
P15884,direct contact,0.002488690334124597
Q12931,direct contact,0.002487140519419413
Q15375,respiratory,0.002482130326926272
P60983,vector,0.002481937552255989
P58876,direct contact,0.0024793883425346082
P78382,faecal-oral,0.002478522336561983
Q8IYI6,direct contact,0.002470423426567212
P16989,respiratory,0.002462043850625957
P18085,respiratory,0.002460277017018925
Q15427,direct contact,0.0024598806329963942
P49760,respiratory,0.0024557784859905547
P28335,respiratory,0.0024543545671515403
P00441,respiratory,0.002453997372292079
P46060,direct contact,0.002448758044282546
P42858,respiratory,0.002446559718108868
Q8NHM5,direct contact,0.0024422379218601723
P84085,direct contact,0.002441178529417687
Q96A08,respiratory,0.0024361887553618128
Q96LK0,direct contact,0.00243163760164101
Q9Y2Z0,direct contact,0.0024249607740089323
O75521,direct contact,0.0024223223218449554
Q13409,respiratory,0.002421709618834698
P13667,direct contact,0.0024215107502667016
Q14498,direct contact,0.0024212712314238983
P35680,direct contact,0.00242106407678472
Q9NYB0,direct contact,0.0024158019485529263
Q5BVD1,direct contact,0.002414545021927259
P08621,direct contact,0.002413313047941415
P31151,faecal-oral,0.0024119472242228736
O00217,faecal-oral,0.002408826874339393
Q01167,faecal-oral,0.0024066763175882365
Q9NX70,direct contact,0.0024059477086431475
Q9NQG5,direct contact,0.0024049749488678444
Q92614,faecal-oral,0.002403780365580914
Q92547,direct contact,0.0024027523264141524
Q02878,faecal-oral,0.0024011681228501666
P21860,direct contact,0.0024011678527364098
O95071,faecal-oral,0.0023952538538610287
Q9NZC7,direct contact,0.0023888864800984248
P46059,respiratory,0.002387803411988118
Q9UHD2,faecal-oral,0.0023876218976020954
Q9UHD2,respiratory,0.0023842915729070475
Q16513,faecal-oral,0.0023827750131982005
P20936,direct contact,0.0023800361037232464
Q15366,respiratory,0.002379385526284862
P01889,direct contact,0.0023781582968907342
Q13123,respiratory,0.0023774981944548095
O94776,direct contact,0.0023754130725612095
Q9NPF5,faecal-oral,0.002373319911956849
Q9C005,respiratory,0.002363462322470285
P43405,direct contact,0.002362536488673731
Q8WYQ5,faecal-oral,0.0023607395446783057
Q96HB5,direct contact,0.0023581779166951546
Q8NHM5,respiratory,0.0023510420142208222
Q86XL3,respiratory,0.0023433585798957454
P61106,faecal-oral,0.002340182206992561
O75251,faecal-oral,0.0023386241529192663
Q9UHI6,faecal-oral,0.002333123440133301
Q8N488,direct contact,0.002330530827631163
Q1A5X7,respiratory,0.002325495416542903
O75955,direct contact,0.0023237923121798543
P49760,faecal-oral,0.0023214838777552934
Q9H6R4,respiratory,0.002319848586624783
Q93088,faecal-oral,0.0023177710039874963
Q92630,vector,0.002309164260799707
Q92673,direct contact,0.0023066831461667626
Q15020,respiratory,0.0023055585132316057
P63252,respiratory,0.0022994183113396087
P34741,respiratory,0.002297679380039692
O75947,respiratory,0.0022972287451695364
Q2TAC2,respiratory,0.002295661622791054
Q14498,faecal-oral,0.0022924622901155886
O43741,direct contact,0.00228873893966247
Q08999,respiratory,0.002286715902743788
O43741,respiratory,0.00228264640648261
O75147,respiratory,0.0022809023991512928
Q8IYI6,faecal-oral,0.00227185978424539
Q9BUE6,respiratory,0.002268945331564274
A3KMH1,direct contact,0.002261177198629336
Q99598,respiratory,0.002260395525035273
P08779,respiratory,0.0022570486259409833
Q5SW79,direct contact,0.002249446564253772
Q16512,respiratory,0.002248096538066712
Q6PII3,direct contact,0.0022450122699826528
Q9NUQ6,respiratory,0.0022333580175582543
P13667,respiratory,0.0022311459429968906
Q9NZT1,faecal-oral,0.00223011691807044
Q9Y5L0,faecal-oral,0.0022296042550097156
P61106,direct contact,0.002228045634651999
Q13107,direct contact,0.002225151107133269
Q14008,faecal-oral,0.002223597413825444
P40937,respiratory,0.0022184210574884727
P62273,respiratory,0.002218356657544617
Q92499,faecal-oral,0.002216210332418851
O75581,direct contact,0.0022110256031828454
Q1A5X7,direct contact,0.0022093310479742037
Q9HC77,faecal-oral,0.0022080683619238517
Q8WYQ5,respiratory,0.0022057704371758156
P49768,direct contact,0.002203637665636646
Q02539,faecal-oral,0.0021968466444596555
P17066,respiratory,0.002194856484712383
O14744,respiratory,0.0021939995240933337
Q9HC77,direct contact,0.0021928344101667047
P51571,respiratory,0.002190212919477473
P10147,direct contact,0.002189758601967064
O14976,respiratory,0.0021862644552544013
Q96HB5,respiratory,0.0021821580126331953
Q96E11,direct contact,0.002180056788730499
P37840,respiratory,0.002178532575053525
Q16526,faecal-oral,0.002178117841830766
Q9H4F8,respiratory,0.0021764653169357336
Q9H0E2,direct contact,0.0021753398288305932
Q92547,respiratory,0.0021710602049174925
Q9Y297,respiratory,0.0021710027472359654
Q86XR8,direct contact,0.00216837291165242
Q9Y5Y6,direct contact,0.0021658955575796024
P50552,faecal-oral,0.0021638508168437542
P11362,respiratory,0.0021564800402994575
Q5JTZ9,respiratory,0.0021413241825108524
O15042,faecal-oral,0.002139815935915592
Q92630,direct contact,0.0021297209381745136
Q14112,faecal-oral,0.002129133728728701
P29083,direct contact,0.0021289353571052913
Q15646,faecal-oral,0.0021271320716483395
Q96QC0,direct contact,0.0021216897111344087
Q9Y5Y6,respiratory,0.0021180625725469595
O75581,faecal-oral,0.0021179761556375633
O75182,respiratory,0.0021171761480980856
Q16513,respiratory,0.0021170811298651068
O95831,respiratory,0.0021155788830957653
Q15303,direct contact,0.0021142490574010673
P62834,respiratory,0.002111535867754149
P20936,respiratory,0.002109517042476861
Q8WUM4,respiratory,0.0021025466087042817
Q9ULV4,faecal-oral,0.002100784866174114
O00459,faecal-oral,0.0020963490501874856
P84085,faecal-oral,0.0020953046837438906
O95995,respiratory,0.002087602129510862
P09972,respiratory,0.0020833737527912117
P00748,faecal-oral,0.0020823406337136642
P59768,respiratory,0.002079589034655583
Q99598,direct contact,0.002073478849320876
Q96EV8,direct contact,0.002068756628161168
Q5BVD1,faecal-oral,0.0020684790084314784
Q96FW1,faecal-oral,0.0020682662415859084
Q9Y2H9,respiratory,0.002065195793111997
P12755,respiratory,0.0020542820761746453
Q9NRR5,respiratory,0.00205250150684926
Q14767,respiratory,0.0020405494520399784
Q9NRD1,respiratory,0.002033899798792665
Q5BVD1,respiratory,0.0020311374830883737
P01889,faecal-oral,0.0020309585716347216
P14921,respiratory,0.002029881555685988
Q9NZC7,respiratory,0.002029257990170663
P52732,faecal-oral,0.0020159904160926665
Q15428,respiratory,0.002010561451878991
Q9UNN5,respiratory,0.0019940912216883113
Q15646,respiratory,0.001992519244731069
P54252,faecal-oral,0.001992044891935827
Q9NYB0,faecal-oral,0.0019903881612402534
Q8TBB1,respiratory,0.0019755448150313845
Q13418,faecal-oral,0.0019703430224593567
Q9Y478,direct contact,0.0019633173864552645
P55854,respiratory,0.0019620988516489556
Q14498,respiratory,0.001960714229156188
Q8TDT2,respiratory,0.001954329435585005
P00533,respiratory,0.001954317779998291
P29083,respiratory,0.0019513308650551586
Q13561,faecal-oral,0.0019422351118987095
P60660,respiratory,0.001942217069344399
Q15811,respiratory,0.0019419637452558532
P02766,faecal-oral,0.0019369138117799852
A3KMH1,respiratory,0.0019358819623126761
Q96RP9,faecal-oral,0.0019320916623375875
Q15427,respiratory,0.0019298405315913345
P11362,faecal-oral,0.0019243290773475726
Q53F19,respiratory,0.0019214874563603908
P61106,respiratory,0.001917139852611629
Q9NZB2,respiratory,0.0019161310342810762
P50552,respiratory,0.0019119160428063464
Q14457,respiratory,0.0019109249613431126
Q6P5Z2,respiratory,0.0019072345504496807
P68871,respiratory,0.0019070514972485096
P37235,faecal-oral,0.0019037801179298253
O96013,faecal-oral,0.0018955226435942729
O94972,respiratory,0.001892133301948719
Q96QC0,respiratory,0.0018821986005445204
A3KMH1,faecal-oral,0.0018795054853154108
P35269,faecal-oral,0.001879460260130954
Q13561,respiratory,0.0018767289143903532
P35658,faecal-oral,0.0018734558091906843
Q15596,respiratory,0.0018703979518454158
P31040,respiratory,0.001865726339167243
Q9UKB1,respiratory,0.0018547684344644574
P07384,respiratory,0.001854466814405978
Q96QC0,faecal-oral,0.0018446100154606059
P16234,respiratory,0.001837708940499374
P35658,respiratory,0.0018339090762744357
P14316,respiratory,0.0018336955776651254
P42704,faecal-oral,0.0018255110652627153
P49768,respiratory,0.0018206344510664793
Q9Y478,faecal-oral,0.0018188863176870351
Q8IWV7,respiratory,0.0018186841830003565
Q13042,respiratory,0.001815047933981356
O95071,respiratory,0.0018147923951175953
O75208,respiratory,0.0018145646248651623
O75947,faecal-oral,0.0018093992834743568
Q9BXB1,respiratory,0.0018054558693075709
Q9H0E2,respiratory,0.0018033053135274718
Q9H8W4,respiratory,0.001801200006318652
Q96HA7,faecal-oral,0.0017967150608633766
Q86X55,respiratory,0.0017955415292881167
Q07157,respiratory,0.0017944147586545815
P78347,respiratory,0.0017908040616499098
P35580,faecal-oral,0.0017906201047226704
Q92633,faecal-oral,0.0017900237223445212
P12755,faecal-oral,0.0017888120011086243
P46939,respiratory,0.0017876914772624157
Q96FW1,respiratory,0.0017873750730700083
O15169,respiratory,0.0017850104897271495
Q9UHB9,faecal-oral,0.0017820702496830305
P47897,respiratory,0.001779264905742994
Q96EV8,respiratory,0.0017746294810822485
Q14108,respiratory,0.0017675662676204986
Q6PD62,faecal-oral,0.0017658574137482674
Q9GZM8,respiratory,0.0017630233891833599
Q96E11,respiratory,0.001759216318509593
O15357,faecal-oral,0.0017546579335552806
Q9NS73,respiratory,0.0017440711762884984
Q14161,respiratory,0.0017428306567246184
Q5SW79,faecal-oral,0.0017407061298007895
O14641,respiratory,0.001735523851942249
Q8IVT5,respiratory,0.0017225063719665985
P58876,respiratory,0.001721923602993039
O15357,respiratory,0.0017207426368163875
Q13164,respiratory,0.0017201417611299825
Q7Z6Z7,faecal-oral,0.0017187691097770917
Q9BZV1,respiratory,0.0017129459238438129
O76024,faecal-oral,0.0017119964238890095
O75208,faecal-oral,0.0017114665174842415
O75340,faecal-oral,0.0017072833874836064
Q01094,faecal-oral,0.0017063020731060228
Q9NX70,respiratory,0.0017023209228732143
Q96B97,faecal-oral,0.0016988543693976788
Q6Y7W6,respiratory,0.0016976743821171894
A5D8V6,faecal-oral,0.0016951518531331089
P14314,respiratory,0.0016873729074045694
P51784,respiratory,0.001685541122885534
P06213,respiratory,0.001681623307896493
Q9BYJ9,respiratory,0.0016794704761724673
Q96KR1,respiratory,0.0016753766499588924
P58876,faecal-oral,0.0016748800751064346
P84103,respiratory,0.0016729325950312613
Q8IXI1,faecal-oral,0.0016723245310433384
Q96S59,respiratory,0.00167159041461221
Q9Y2Z0,respiratory,0.0016710919635154504
Q6UXG8,respiratory,0.0016691528196032194
P11441,faecal-oral,0.001665588980597278
P27449,respiratory,0.0016608967954076471
O14617,respiratory,0.0016603547260511985
Q9NZC7,faecal-oral,0.0016560006529667908
P31948,respiratory,0.0016474401793786205
O43765,respiratory,0.0016472310334702542
O15218,faecal-oral,0.0016464029989380715
P04626,respiratory,0.0016426650152574825
Q96E39,faecal-oral,0.001642496612646572
P84103,faecal-oral,0.0016419059919339685
P08621,respiratory,0.0016398163461899525
Q9BZL6,faecal-oral,0.0016388567626351427
P27448,respiratory,0.0016354283984242129
P35580,respiratory,0.001632434703041769
P42336,faecal-oral,0.0016280613900281106
Q8WXA9,respiratory,0.0016251032673732422
O15078,respiratory,0.0016216721111124675
P08069,faecal-oral,0.0016184226258535992
Q96LK0,faecal-oral,0.0016101738241896303
Q92673,respiratory,0.0016100617163392471
Q969Q1,respiratory,0.0016084640773858525
P07550,faecal-oral,0.001608145896541477
Q5JTH9,respiratory,0.0016061567777886816
P08621,faecal-oral,0.0016044922865798318
Q9NY93,faecal-oral,0.0016025571005128872
Q86XX4,faecal-oral,0.0016024010374186297
P21580,respiratory,0.00159794974308835
Q14008,respiratory,0.0015938233506043826
P11171,respiratory,0.0015911143605971663
O60684,faecal-oral,0.0015904220278491036
Q9NV70,respiratory,0.0015877380005584775
Q5SW79,respiratory,0.0015868357848691005
P56962,faecal-oral,0.0015864231172085517
Q9H8Y8,faecal-oral,0.001583908988591372
P55735,respiratory,0.001583075517716196
P68036,faecal-oral,0.0015785930925983865
O95271,respiratory,0.0015777615819764902
P54727,respiratory,0.0015773719710698282
Q27J81,respiratory,0.001573821156155824
P51571,faecal-oral,0.0015696505162284852
Q9H8Y8,respiratory,0.00156892781333351
Q1A5X7,faecal-oral,0.0015686431303509525
Q504Q3,respiratory,0.0015675838118233507
Q02790,respiratory,0.0015667415211696794
Q96HA8,respiratory,0.0015660686497239226
P49768,faecal-oral,0.0015618109651864308
Q92925,respiratory,0.0015602894100004141
P08581,faecal-oral,0.0015580228294158642
Q49AN0,faecal-oral,0.001552727381358995
Q86XR8,respiratory,0.0015489530035154005
O14745,respiratory,0.0015424247336418124
P98170,respiratory,0.0015380715202675341
Q96EV8,faecal-oral,0.0015376506233662052
Q96B97,respiratory,0.0015332521937930948
Q6ZW49,faecal-oral,0.0015330386953681312
Q9Y2J2,respiratory,0.0015318714161658593
Q5T1M5,faecal-oral,0.0015310545359287638
Q96HB5,faecal-oral,0.0015291422521679788
O94776,respiratory,0.0015280121900903265
Q7KZI7,faecal-oral,0.0015266952397869301
Q01664,respiratory,0.0015265385207703969
P39656,respiratory,0.0015193621293108322
Q9UJX2,respiratory,0.0015189780725276452
O96013,respiratory,0.0015167794760892299
Q9NYJ8,respiratory,0.0015145441746338805
Q99598,faecal-oral,0.0015142102416991255
Q9NYB0,respiratory,0.001514128693440298
Q8IXI1,respiratory,0.0015120217767584114
P15498,faecal-oral,0.0015077352408230421
Q14160,respiratory,0.0015060938198836317
P11441,respiratory,0.0015044574548115836
Q99442,respiratory,0.0015038735757511071
Q9NX70,faecal-oral,0.001494815013459662
Q15006,faecal-oral,0.001490779244348617
P62834,faecal-oral,0.001489662867060251
Q9H0U4,respiratory,0.00148267376500624
P20936,faecal-oral,0.0014811243716500706
P43405,respiratory,0.0014779181264944245
Q01167,respiratory,0.0014769099818207037
O14964,respiratory,0.0014758194126167213
O00499,respiratory,0.0014738328714543382
O43615,respiratory,0.0014722491091091355
O75955,respiratory,0.0014696473296470134
Q96LK0,respiratory,0.0014629697766883718
Q8IYI6,respiratory,0.0014623270729173115
Q15311,faecal-oral,0.0014558510930593937
P15884,respiratory,0.0014557522934387538
Q9ULV4,respiratory,0.001454364390694743
O60504,respiratory,0.0014484589891390176
Q9Y478,respiratory,0.0014417004412146466
P61769,faecal-oral,0.0014409390795279374
P09972,faecal-oral,0.0014334678060364823
Q13625,respiratory,0.0014331300592668461
Q9UI47,respiratory,0.0014314923966925726
P54252,respiratory,0.001429418929027498
Q9HBL7,respiratory,0.0014294165147467487
Q92574,respiratory,0.0014278546766822943
P21580,faecal-oral,0.001426701945249006
Q14457,faecal-oral,0.0014253495874125516
P35680,respiratory,0.0014248396204235543
Q96HA8,faecal-oral,0.0014215242725067222
P09012,respiratory,0.0014211659638305517
O43795,respiratory,0.0014166558831799124
Q49AN0,respiratory,0.0014163271072432943
P10147,faecal-oral,0.001411378711398022
Q15006,respiratory,0.0014086777171651444
P61073,respiratory,0.0014073563396746563
Q14676,faecal-oral,0.0014020914359188918
P51674,faecal-oral,0.0014012067732237896
Q15303,respiratory,0.0013969508899539572
P27708,respiratory,0.0013967712393786601
Q8N488,respiratory,0.0013924526088362845
Q9UJX2,faecal-oral,0.0013904499327831782
P13647,faecal-oral,0.001377807423359608
Q15596,faecal-oral,0.0013755130006668484
Q15811,faecal-oral,0.0013728012203198304
Q9NS73,faecal-oral,0.0013698114936038842
Q15291,respiratory,0.0013676919756755073
P10415,respiratory,0.0013651333348994193
Q9HC77,respiratory,0.0013641117121708703
Q9HAU4,respiratory,0.001359510265488196
Q8NHM5,faecal-oral,0.001349311844599524
O14745,faecal-oral,0.0013489138068543845
Q14204,respiratory,0.0013481618738419331
Q9H0S4,faecal-oral,0.0013480103947866094
Q9H0U4,faecal-oral,0.0013466832185537836
Q86U86,respiratory,0.0013444493083524872
P68036,respiratory,0.0013437758294651515
Q9Y2J4,faecal-oral,0.0013414632911599212
P59768,faecal-oral,0.0013380469595089236
O95684,faecal-oral,0.001337989340696464
Q8IWV7,faecal-oral,0.0013332710891866115
Q05519,respiratory,0.0013329073000316416
P15927,respiratory,0.0013287037945603475
P46778,respiratory,0.0013274593653026963
O95271,faecal-oral,0.001326273624886209
Q12931,respiratory,0.0013244132821900695
O95967,faecal-oral,0.0013235452623087765
Q8NI36,respiratory,0.0013231245430667517
P06213,faecal-oral,0.0013227647905840333
Q9UKM9,respiratory,0.001320854104059036
P29317,faecal-oral,0.0013156648812459519
Q02539,respiratory,0.0013113714977423235
Q9BUE6,faecal-oral,0.0013088631339966128
Q68D86,respiratory,0.0013039837610099062
Q07065,faecal-oral,0.0013038260453542487
P15884,faecal-oral,0.0013036292562101767
Q13042,faecal-oral,0.0012839818018426084
P29083,faecal-oral,0.0012831427936646914
P15927,faecal-oral,0.0012825017588566283
O95789,faecal-oral,0.0012818455560065123
Q9NQG5,faecal-oral,0.0012806708250996672
Q9UEU0,faecal-oral,0.0012773831470757814
Q8N1B4,respiratory,0.0012691120582182362
Q68D86,faecal-oral,0.0012674576407374276
Q9Y2V7,respiratory,0.001266623168357579
Q8N488,faecal-oral,0.0012658434747408462
Q02790,faecal-oral,0.0012613243057866836
O76015,faecal-oral,0.001260739893971665
P28335,faecal-oral,0.0012589901455982205
O75581,respiratory,0.0012583457313374295
Q13409,faecal-oral,0.0012576807240059838
Q02878,respiratory,0.0012561570998166772
P60228,respiratory,0.0012452207628333362
Q86XR8,faecal-oral,0.0012425697738492336
Q9Y3E0,faecal-oral,0.0012419908314269211
Q8TDT2,faecal-oral,0.001241614587840563
O94972,faecal-oral,0.0012342658967048527
P47897,faecal-oral,0.0012313138075176681
O95831,faecal-oral,0.0012295478344843734
Q92630,respiratory,0.0012294636037767145
P08138,faecal-oral,0.0012284056173097896
Q9NRD1,faecal-oral,0.0012270500853665733
Q13107,respiratory,0.0012236131859785493
Q08380,faecal-oral,0.0012200502372660663
O43741,faecal-oral,0.0012096815967032508
Q14767,faecal-oral,0.001206618488034281
Q13625,faecal-oral,0.0012020055776539942
Q92547,faecal-oral,0.0012009666799852015
Q14204,faecal-oral,0.0011974206301606748
Q9NUQ6,faecal-oral,0.001197364299428674
P01023,faecal-oral,0.0011951351109521797
P61073,faecal-oral,0.0011947449157503017
Q9H4F8,faecal-oral,0.0011936402680163855
Q15139,faecal-oral,0.0011928866093990531
P18085,faecal-oral,0.0011921370019048725
P51784,faecal-oral,0.0011866070244006452
P63252,faecal-oral,0.001178275241561209
Q9H0E2,faecal-oral,0.0011782529076643001
O94776,faecal-oral,0.0011760116523779377
Q5JTZ9,faecal-oral,0.0011728235877664348
P46059,faecal-oral,0.0011678613134582213
Q15375,faecal-oral,0.0011613768055041146
Q9NZB2,faecal-oral,0.001155742457092219
Q969Q1,faecal-oral,0.001149210925707853
Q9Y2J2,faecal-oral,0.0011488721311361224
P41208,faecal-oral,0.0011481430636678847
O14617,faecal-oral,0.0011465406439679269
O43795,faecal-oral,0.001141593664725079
P43405,faecal-oral,0.0011409648003226323
P04626,faecal-oral,0.0011406453866861584
O43615,faecal-oral,0.0011378604882687448
P14314,faecal-oral,0.0011253631933448398
P14316,faecal-oral,0.0011244179319072317
O14744,faecal-oral,0.0011202647231958439
P27448,faecal-oral,0.0011176918594204919
Q9H6R4,faecal-oral,0.0011101166908354574
P31040,faecal-oral,0.0011080424793863824
Q15427,faecal-oral,0.0011069209656943107
Q86XL3,faecal-oral,0.0010948814920380809
Q92673,faecal-oral,0.0010909097255034723
Q6UXG8,faecal-oral,0.0010890772516490245
Q08999,faecal-oral,0.001081399569389061
Q8N1B4,faecal-oral,0.0010771154115103354
Q9GZM8,faecal-oral,0.0010607648954547332
P00533,faecal-oral,0.0010577434845694474
P68871,faecal-oral,0.0010556420632792192
O75955,faecal-oral,0.0010400294051125193
Q12931,faecal-oral,0.0010318915595124592
Q15366,faecal-oral,0.0010153073355057155
Q92630,faecal-oral,0.000997664631152041
O95995,faecal-oral,0.0009940116926170377
O14964,faecal-oral,0.0009884171170005092
P27708,faecal-oral,0.0009707188531884471
Q86X55,faecal-oral,0.000968795840903464
P54727,faecal-oral,0.0009659428307473325
