prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.0,0.0,0.715331061905746,0.28466893809425403,3052503,respiratory,respiratory
0.13987646555350652,0.0,0.0,0.8601235344464935,3048170,vector,vector
0.0,0.0,0.20227775751114271,0.7977222424888574,3048148,direct contact,vector
0.6806441748298732,0.0,0.0,0.3193558251701269,1972576,vector,direct contact
0.7103711072985935,0.10456309252779104,0.0,0.18506580017361535,11723,direct contact,direct contact
0.0,0.5490423062460961,0.21587994164389154,0.23507775211001236,2956252,faecal-oral,faecal-oral
0.0,0.0,0.10119385464327982,0.8988061453567201,3052456,vector,vector
0.42926439043799786,0.09930979373014853,0.1021945477354017,0.3692312680964519,1972578,vector,direct contact
0.08451728112635822,0.0,0.7385185685071411,0.1769641503665007,3052331,respiratory,respiratory
0.0,0.0,0.0,1.0,2083199,vector,vector
0.4696500598581804,0.0,0.0,0.5303499401418196,3049952,direct contact,vector
0.0,0.0,0.0,1.0,3048215,vector,vector
0.1225869080833305,0.3846661518240154,0.29801395790224683,0.19473298219040736,2003651,faecal-oral,faecal-oral
0.18340415243878408,0.5236766587497215,0.195929999793643,0.09698918901785138,1348384,faecal-oral,faecal-oral
0.0,0.0,0.0,1.0,3047817,vector,vector
0.0,0.0,0.0,1.0,11029,vector,vector
0.8130432995883873,0.09514814312310789,0.0,0.09180855728850493,11676,direct contact,direct contact
0.7112261204239266,0.0,0.09397972299109646,0.19479415658497684,2951618,direct contact,direct contact
0.2544821576348763,0.10086481101140259,0.33228272670636766,0.3123703046473536,338478,direct contact,respiratory
0.0,0.0,0.26933163061941945,0.7306683693805806,3052389,vector,vector
0.0,0.0,0.09729787071163626,0.9027021292883638,3052429,vector,vector
0.0,0.0,0.4235935009781188,0.5764064990218811,3052444,vector,vector
0.10464920955803192,0.0,0.7912247033426698,0.10412608709929827,3052474,respiratory,respiratory
0.0,0.0,0.313841206740284,0.686158793259716,3052428,vector,vector
0.6800254700998207,0.0,0.0,0.31997452990017927,1972579,vector,direct contact
0.6957141095577892,0.0,0.0974478053668185,0.20683808507539223,3052223,direct contact,direct contact
0.2588804264966359,0.21626944670804,0.32051929227956266,0.20433083451576134,138951,direct contact,respiratory
0.11588053423282871,0.2471858783253824,0.6369335874417889,0.0,1239573,faecal-oral,respiratory
0.0,0.0,0.7178944113403873,0.28210558865961266,3052496,respiratory,respiratory
