prob_2,prob_3,prob_4,true,pred
1.0,0.0,0.0,3,2
0.3145553727999609,0.0,0.6854446272000392,4,4
0.222345053703707,0.5489267905968426,0.22872815569945043,2,3
0.0,0.0,1.0,4,4
0.32695161882425333,0.6730483811757467,0.0,2,3
1.0,0.0,0.0,4,2
1.0,0.0,0.0,2,2
0.6714128955760581,0.0,0.3285871044239419,2,2
1.0,0.0,0.0,2,2
0.3456007295732308,0.3293569317323599,0.32504233869440935,3,2
0.6667161649485098,0.3332838350514901,0.0,2,2
1.0,0.0,0.0,4,2
0.3374329531760655,0.6625670468239345,0.0,2,3
1.0,0.0,0.0,2,2
1.0,0.0,0.0,2,2
1.0,0.0,0.0,2,2
0.6800325871072426,0.31996741289275743,0.0,2,2
0.31901010294044085,0.32934897359362775,0.35164092346593134,3,4
0.6595505104758843,0.3404494895241158,0.0,3,2
1.0,0.0,0.0,2,2
1.0,0.0,0.0,2,2
0.0,0.0,1.0,4,4
0.5831121489704334,0.0,0.41688785102956677,4,2
0.7324286909201164,0.26757130907988363,0.0,2,2
0.6800009047617485,0.0,0.3199990952382516,3,2
0.648818385245227,0.351181614754773,0.0,2,2
1.0,0.0,0.0,2,2
0.6568175101462413,0.3431824898537586,0.0,2,2
0.3254439474934662,0.3281995730704992,0.3463564794360346,4,4
1.0,0.0,0.0,2,2
0.31066028010328817,0.0,0.6893397198967118,4,4
0.0,0.0,1.0,4,4
