prob_2,prob_3,prob_4,true,pred
0.6668047042705325,0.0,0.33319529572946754,2,2
0.6704663764134776,0.0,0.32953362358652244,2,2
0.32179473959977667,0.353884814896938,0.32432044550328526,4,3
1.0,0.0,0.0,2,2
0.6710367685084327,0.3289632314915672,0.0,2,2
1.0,0.0,0.0,2,2
0.3224469876659728,0.0,0.6775530123340272,4,4
1.0,0.0,0.0,2,2
0.0,0.0,1.0,4,4
0.320836360529289,0.0,0.6791636394707109,4,4
1.0,0.0,0.0,2,2
0.29359889564631947,0.30365821867365617,0.4027428856800244,2,4
0.6593432308539331,0.3406567691460669,0.0,2,2
0.0,0.6234898328087791,0.3765101671912209,2,3
0.6891336125731684,0.31086638742683154,0.0,2,2
0.28705837756400443,0.3330994330181122,0.37984218941788334,2,4
1.0,0.0,0.0,2,2
0.7102662193631268,0.28973378063687316,0.0,2,2
0.3058243433242298,0.0,0.6941756566757703,3,4
0.33746118919404344,0.6625388108059564,0.0,3,3
0.688823487860238,0.3111765121397621,0.0,4,2
0.6703218319617258,0.32967816803827416,0.0,3,2
0.6701971899860325,0.32980281001396755,0.0,2,2
0.6267672832642177,0.3732327167357823,0.0,2,2
0.5831121489704334,0.0,0.41688785102956677,4,2
0.0,0.0,1.0,4,4
0.33371774376118796,0.666282256238812,0.0,3,3
1.0,0.0,0.0,2,2
0.30776580994082886,0.31744941697340195,0.37478477308576913,4,4
0.0,0.0,1.0,4,4
0.26231329673834475,0.36654310018547986,0.3711436030761754,3,4
1.0,0.0,0.0,2,2
