prob_2,prob_3,prob_4,true,pred
0.6789246574336689,0.321075342566331,0.0,2,2
0.6681665647683731,0.3318334352316269,0.0,4,2
0.3690366806288271,0.3361529829634321,0.2948103364077409,2,2
0.6798762165510616,0.3201237834489384,0.0,2,2
0.3471933217506277,0.0,0.6528066782493722,4,4
0.6928187868796088,0.0,0.3071812131203912,2,2
1.0,0.0,0.0,4,2
0.6588451033033289,0.0,0.3411548966966711,4,2
0.0,0.0,1.0,4,4
1.0,0.0,0.0,4,2
0.6152265116686789,0.38477348833132113,0.0,2,2
0.0,0.0,1.0,4,4
0.6814585184669756,0.3185414815330244,0.0,2,2
0.0,0.0,1.0,4,4
0.6738483263155102,0.3261516736844898,0.0,3,2
0.31669287207906255,0.6833071279209375,0.0,2,3
0.668939899798257,0.0,0.331060100201743,2,2
0.625086058633752,0.37491394136624795,0.0,2,2
0.367177625095742,0.6328223749042581,0.0,3,3
0.3252925201997117,0.6747074798002883,0.0,3,3
0.7519457545086478,0.2480542454913522,0.0,2,2
0.27925962510835445,0.7207403748916456,0.0,2,3
0.6336241885454584,0.3663758114545415,0.0,3,2
1.0,0.0,0.0,2,2
0.0,0.31331476554785315,0.6866852344521469,4,4
1.0,0.0,0.0,2,2
0.673074545014653,0.326925454985347,0.0,2,2
0.6328979922787672,0.36710200772123275,0.0,2,2
0.6726503945833135,0.0,0.3273496054166864,2,2
1.0,0.0,0.0,3,2
1.0,0.0,0.0,2,2
1.0,0.0,0.0,2,2
