prob_2,prob_3,prob_4,true,pred
0.32229380792696116,0.0,0.6777061920730388,4,4
0.6469876829770927,0.0,0.3530123170229072,4,2
0.32459587321674155,0.6754041267832585,0.0,2,3
1.0,0.0,0.0,2,2
1.0,0.0,0.0,4,2
0.6998741231263887,0.30012587687361125,0.0,2,2
1.0,0.0,0.0,2,2
1.0,0.0,0.0,2,2
0.7367124796208592,0.2632875203791409,0.0,2,2
0.0,0.2661108806222976,0.7338891193777024,2,4
0.6564070756614443,0.34359292433855565,0.0,2,2
0.0,0.0,1.0,4,4
0.3044947010031488,0.6955052989968512,0.0,3,3
0.6761293364332925,0.0,0.32387066356670746,2,2
0.2788312677964497,0.0,0.7211687322035503,4,4
0.660316860928695,0.0,0.33968313907130493,2,2
0.0,0.0,1.0,4,4
1.0,0.0,0.0,2,2
0.33906074684148313,0.660939253158517,0.0,3,3
0.6693345452801059,0.33066545471989417,0.0,2,2
0.2918365549159484,0.0,0.7081634450840517,3,4
1.0,0.0,0.0,2,2
0.3427920619856117,0.6572079380143883,0.0,4,3
0.3564329869297497,0.6435670130702503,0.0,3,3
0.6890425443628222,0.0,0.3109574556371777,4,2
0.6706901986086709,0.3293098013913291,0.0,2,2
1.0,0.0,0.0,2,2
1.0,0.0,0.0,2,2
0.33456169483198755,0.3324122395035428,0.3330260656644695,2,2
0.6689474780192143,0.33105252198078566,0.0,2,2
0.3127929285347018,0.0,0.6872070714652981,4,4
1.0,0.0,0.0,3,2
