prob_2,prob_3,prob_4,true,pred
1.0,0.0,0.0,2,2
0.6708692429095505,0.3291307570904496,0.0,3,2
0.0,0.32086670879244367,0.6791332912075564,4,4
1.0,0.0,0.0,2,2
1.0,0.0,0.0,2,2
0.6629944355927937,0.3370055644072063,0.0,3,2
0.0,0.6746497393572455,0.32535026064275446,2,3
0.3177535031780719,0.0,0.6822464968219281,4,4
1.0,0.0,0.0,4,2
0.3230206981266189,0.32741340914548583,0.34956589272789534,4,4
0.3231518675625064,0.0,0.6768481324374936,4,4
1.0,0.0,0.0,2,2
1.0,0.0,0.0,4,2
1.0,0.0,0.0,2,2
0.0,0.29619903289730176,0.7038009671026983,2,4
1.0,0.0,0.0,2,2
0.6961790283590052,0.3038209716409947,0.0,2,2
1.0,0.0,0.0,2,2
0.6700606243651039,0.32993937563489606,0.0,3,2
1.0,0.0,0.0,2,2
0.6681955878442545,0.3318044121557454,0.0,3,2
1.0,0.0,0.0,2,2
0.6509119962418891,0.3490880037581108,0.0,2,2
0.3044947010031488,0.6955052989968512,0.0,3,3
0.32322227769841244,0.0,0.6767777223015875,4,4
0.6654932536969623,0.3345067463030376,0.0,2,2
0.0,0.0,1.0,4,4
1.0,0.0,0.0,2,2
1.0,0.0,0.0,2,2
0.28204449258307823,0.0,0.7179555074169217,2,4
0.0,0.0,1.0,4,4
0.0,0.644817795376276,0.355182204623724,2,3
