prob_2,prob_3,prob_4,true,pred
1.0,0.0,0.0,2,2
0.328716296129281,0.671283703870719,0.0,2,3
0.3116012493798445,0.38528687630102004,0.30311187431913544,2,3
0.33263900137638136,0.6673609986236188,0.0,4,3
1.0,0.0,0.0,2,2
0.6517091686163,0.34829083138370004,0.0,3,2
0.0,0.0,1.0,4,4
0.6671028690168206,0.33289713098317936,0.0,2,2
0.5893388832830796,0.4106611167169204,0.0,2,2
0.6847463341833476,0.3152536658166524,0.0,2,2
0.32708410473692356,0.6729158952630764,0.0,2,3
0.0,0.0,1.0,4,4
0.6700606243651039,0.32993937563489606,0.0,3,2
0.0,0.0,1.0,4,4
0.6548776422508173,0.34512235774918265,0.0,2,2
1.0,0.0,0.0,2,2
0.0,0.3153912599645106,0.6846087400354893,4,4
1.0,0.0,0.0,2,2
0.608799474260806,0.0,0.39120052573919395,4,2
0.33198169722182097,0.6680183027781791,0.0,3,3
1.0,0.0,0.0,2,2
1.0,0.0,0.0,2,2
0.33226310432301226,0.31000527799237726,0.35773161768461037,2,4
0.3427920619856117,0.6572079380143883,0.0,4,3
1.0,0.0,0.0,2,2
0.32765902033313815,0.0,0.6723409796668619,3,4
1.0,0.0,0.0,4,2
0.6526773004001762,0.3473226995998238,0.0,2,2
0.3376111613665354,0.6623888386334646,0.0,3,3
0.6742811590030136,0.32571884099698656,0.0,2,2
0.7696231204285316,0.23037687957146827,0.0,2,2
0.7032972205302763,0.0,0.2967027794697237,4,2
