prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.046181964641466,0.11473746401812174,0.7065746717783975,0.13250589956201483,3052503,respiratory,respiratory
0.22713979088622366,0.020239711504639223,0.010088186732826595,0.7425323108763108,3048170,vector,vector
0.8810432957084087,0.008187548857821266,0.02114820557956543,0.08962094985420462,3048148,direct contact,direct contact
0.15714351031592128,0.051541550296207835,0.026245544283546824,0.7650693951043243,1972576,vector,vector
0.9253324843731309,0.0043147973841994,0.023157138053622746,0.047195580189046696,11723,direct contact,direct contact
0.09154031914171364,0.21633428529972024,0.10274495118494073,0.5893804443736255,2956252,faecal-oral,vector
0.08640428886235675,0.050469528115894224,0.013199533198644456,0.8499266498231048,3052456,vector,vector
0.4241380307727283,0.08453654560356813,0.05097239920573692,0.4403530244179666,1972578,vector,vector
0.02764583957360811,0.10966027798548265,0.8449130501609984,0.01778083227991113,3052331,respiratory,respiratory
0.06599448044912315,0.020097981960189536,0.005734848024447562,0.9081726895662395,2083199,vector,vector
0.971284172763494,0.004648382075910984,0.005603460611103307,0.018463984549491677,3049952,direct contact,direct contact
0.025213278963129897,0.04461257717911627,0.019013257117673817,0.9111608867400804,3048215,vector,vector
0.038964335755113044,0.8695895678421656,0.06901641933836693,0.022429677064354458,2003651,faecal-oral,faecal-oral
0.05328272233284281,0.8148071410567451,0.047053969811385744,0.0848561667990262,1348384,faecal-oral,faecal-oral
0.08305129987859516,0.07373214778956633,0.08273379353938398,0.7604827587924545,3047817,vector,vector
0.027483806163955345,0.009957374333546315,0.0030234948398193155,0.9595353246626791,11029,vector,vector
0.8731038302902443,0.006390502798403504,0.04432854357036883,0.07617712334098327,11676,direct contact,direct contact
0.8007299968024852,0.01739174364699714,0.02979826637759044,0.15207999317292717,2951618,direct contact,direct contact
0.7581977249817429,0.04220265905611,0.08925149281120416,0.11034812315094306,338478,direct contact,direct contact
0.10644744430563115,0.028615443665348007,0.026494618418793393,0.8384424936102273,3052389,vector,vector
0.0535730418572213,0.06232341744642711,0.044204910260600375,0.8398986304357513,3052429,vector,vector
0.08570905707902442,0.0412057958429598,0.017009463299435264,0.8560756837785805,3052444,vector,vector
0.04223494066425213,0.05362008255474627,0.8226607511178998,0.08148422566310178,3052474,respiratory,respiratory
0.26678852456998836,0.09222580227337959,0.04649223923713708,0.5944934339194952,3052428,vector,vector
0.1363032476272382,0.04504950777924455,0.043012861590285674,0.7756343830032318,1972579,vector,vector
0.9318139375734341,0.014506395474559999,0.023853833725229014,0.029825833226776857,3052223,direct contact,direct contact
0.5135669514985239,0.33150310226587454,0.085987848190222,0.06894209804537947,138951,direct contact,direct contact
0.02667153312454862,0.7338413621439964,0.17331305285381182,0.06617405187764339,1239573,faecal-oral,faecal-oral
0.049264377528508256,0.0838534755672831,0.7724422062329769,0.09443994067123178,3052496,respiratory,respiratory
