prob_direct contact,prob_faecal-oral,prob_respiratory,prob_vector,taxid,true,pred
0.192,0.084,0.526,0.198,3052299,respiratory,respiratory
0.26,0.11,0.108,0.522,3052684,vector,vector
0.3880344827586207,0.226,0.14,0.2459655172413793,463676,direct contact,direct contact
0.2400344827586207,0.102,0.108,0.5499655172413793,1972577,vector,vector
0.382,0.236,0.148,0.234,147711,direct contact,direct contact
0.2580344827586207,0.448,0.108,0.1859655172413793,2003650,faecal-oral,faecal-oral
0.268,0.096,0.046,0.59,3048175,vector,vector
0.068,0.026,0.054,0.852,3047385,vector,vector
0.2740344827586207,0.126,0.29,0.30996551724137933,3052789,respiratory,vector
0.09003448275862069,0.046,0.042,0.8219655172413793,11029,vector,vector
0.3860344827586207,0.218,0.132,0.2639655172413793,138951,direct contact,direct contact
0.1260344827586207,0.05,0.044,0.7799655172413793,3048443,vector,vector
0.304,0.146,0.126,0.424,351073,faecal-oral,vector
0.322,0.103,0.134,0.441,1348384,faecal-oral,vector
0.152,0.066,0.068,0.714,37124,vector,vector
0.1580344827586207,0.074,0.092,0.6759655172413793,11024,vector,vector
0.4080344827586207,0.3142857142857143,0.102,0.17567980295566502,12475,direct contact,direct contact
0.3900344827586207,0.16,0.1,0.3499655172413793,338478,direct contact,direct contact
0.376,0.1142857142857143,0.126,0.38371428571428573,11642,direct contact,vector
0.14203448275862068,0.062,0.056,0.7399655172413793,3052389,vector,vector
0.1900344827586207,0.074,0.084,0.6519655172413793,3046277,vector,vector
0.2500344827586207,0.10428571428571429,0.102,0.5436798029556651,1972579,vector,vector
0.23603448275862068,0.09,0.354,0.3199655172413793,3052503,respiratory,respiratory
0.1680344827586207,0.064,0.062,0.7059655172413793,2169701,vector,vector
0.2900344827586207,0.14,0.122,0.4479655172413793,1972576,vector,vector
0.3480344827586207,0.118,0.128,0.4059655172413793,3049952,direct contact,vector
0.4,0.158,0.122,0.32,1897087,direct contact,direct contact
0.3220344827586207,0.2502857142857143,0.14,0.28767980295566503,1239570,faecal-oral,direct contact
0.164,0.06,0.556,0.22,3052489,respiratory,respiratory
